player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
A Olsen,0.7142857142857143,0.14285714285714285,0.0,3.142857142857143,2.2857142857142856,0.2857142857142857,0.07142857142857142,0.0
A Taylor,0.35714285714285715,1.3571428571428572,0.14285714285714285,19.071428571428573,23.785714285714285,0.8571428571428571,0.35714285714285715,0.0
Allan L,0.2857142857142857,0.5,0.14285714285714285,3.5,3.642857142857143,0.2857142857142857,0.0,0.0
Batson,1.2857142857142858,0.0,0.14285714285714285,3.5,2.0,0.21428571428571427,0.0,0.0
Big Mike,0.21428571428571427,0.0,0.14285714285714285,0.7857142857142857,0.5714285714285714,0.0,0.07142857142857142,0.0
Birdsong,0.14285714285714285,0.0,0.14285714285714285,1.5714285714285714,1.4285714285714286,0.0,0.0,0.0
Burgess,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.07142857142857142,0.0,0.0
Bush,1.7857142857142858,0.9285714285714286,0.7857142857142857,10.357142857142858,8.071428571428571,0.7142857142857143,0.14285714285714285,0.0
C Olsen,1.2857142857142858,2.142857142857143,0.6428571428571429,22.285714285714285,21.071428571428573,1.0,0.21428571428571427,0.0
Caldwell,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.07142857142857142,0.0
Cary,0.6428571428571429,0.14285714285714285,0.0,3.4285714285714284,2.642857142857143,0.07142857142857142,0.07142857142857142,0.0
Crowe,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0
Cutts,0.21428571428571427,0.0,0.0,0.5,0.2857142857142857,0.0,0.0,0.0
Danny On,0.6428571428571429,0.6428571428571429,0.07142857142857142,6.928571428571429,6.357142857142857,0.14285714285714285,0.0,0.0
French,0.8571428571428571,0.21428571428571427,0.35714285714285715,2.2857142857142856,1.4285714285714286,0.07142857142857142,0.07142857142857142,0.0
Gainer,0.5714285714285714,0.7857142857142857,0.07142857142857142,7.071428571428571,7.0,0.6428571428571429,0.07142857142857142,0.0
Hunt,0.21428571428571427,0.07142857142857142,0.07142857142857142,1.6428571428571428,1.2142857142857142,0.07142857142857142,0.07142857142857142,0.0
JP Burns,2.2142857142857144,1.2857142857142858,0.5714285714285714,14.214285714285714,11.642857142857142,1.0,0.2857142857142857,0.0
Jaime,0.21428571428571427,0.21428571428571427,0.0,2.5,2.357142857142857,0.07142857142857142,0.0,0.0
Karl E,0.21428571428571427,0.0,0.07142857142857142,0.9285714285714286,0.6428571428571429,0.07142857142857142,0.0,0.0
Kelvin,1.5,0.14285714285714285,1.2857142857142858,4.285714285714286,2.857142857142857,0.0,0.07142857142857142,0.0
Knowles,0.2857142857142857,0.7857142857142857,0.21428571428571427,6.428571428571429,8.357142857142858,0.14285714285714285,0.0,0.0
Kyle S,0.21428571428571427,1.7142857142857142,0.42857142857142855,16.785714285714285,21.857142857142858,0.7857142857142857,0.0,0.0
Matt S,2.142857142857143,2.0714285714285716,0.5,22.714285714285715,21.214285714285715,0.5,0.14285714285714285,0.0
Micah Jo,0.0,0.07142857142857142,0.0,1.2857142857142858,1.8571428571428572,0.21428571428571427,0.14285714285714285,0.0
Minch,0.7857142857142857,0.7857142857142857,0.35714285714285715,7.571428571428571,8.928571428571429,0.42857142857142855,0.07142857142857142,0.0
Parker,1.1428571428571428,2.9285714285714284,0.7857142857142857,17.142857142857142,15.5,2.0,0.14285714285714285,0.0
Patrick,0.0,0.07142857142857142,0.0,1.1428571428571428,1.1428571428571428,0.14285714285714285,0.0,0.0
Perivier,0.35714285714285715,0.8571428571428571,0.0,10.714285714285714,12.285714285714286,0.5714285714285714,0.0,0.0
Player,0.21428571428571427,1.2857142857142858,0.5,13.285714285714286,14.857142857142858,1.1428571428571428,0.0,0.0
Rae,0.2857142857142857,0.2857142857142857,0.0,2.0714285714285716,1.7142857142857142,0.14285714285714285,0.0,0.0
Rogers,0.5714285714285714,0.2857142857142857,0.2857142857142857,2.0714285714285716,1.5714285714285714,0.0,0.07142857142857142,0.07142857142857142
Sperling,1.3571428571428572,0.5,0.2857142857142857,6.214285714285714,4.857142857142857,0.0,0.21428571428571427,0.0
Sun,0.35714285714285715,1.2142857142857142,0.35714285714285715,11.785714285714286,15.357142857142858,0.7857142857142857,0.21428571428571427,0.0
Thor,0.2857142857142857,0.21428571428571427,0.35714285714285715,4.285714285714286,4.071428571428571,0.14285714285714285,0.07142857142857142,0.0
Trenton,0.14285714285714285,0.42857142857142855,0.6428571428571429,6.071428571428571,5.785714285714286,0.35714285714285715,0.35714285714285715,0.0
Will L,0.9285714285714286,0.35714285714285715,0.21428571428571427,3.357142857142857,2.2142857142857144,0.14285714285714285,0.07142857142857142,0.0
Yusuf,0.07142857142857142,0.07142857142857142,0.0,0.8571428571428571,0.7857142857142857,0.0,0.07142857142857142,0.0
A Davis,0.13333333333333333,0.13333333333333333,0.0,3.066666666666667,3.8666666666666667,0.3333333333333333,0.06666666666666667,0.0
A Walch,1.8666666666666667,0.5333333333333333,0.4666666666666667,9.8,8.0,0.4,0.13333333333333333,0.06666666666666667
ABrouwer,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0
B Adams,0.4,0.2,0.5333333333333333,3.6,3.7333333333333334,0.4666666666666667,0.13333333333333333,0.0
B Gfroer,0.0,0.0,0.13333333333333333,0.3333333333333333,0.4666666666666667,0.0,0.0,0.0
B Gramma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bigley,0.2,0.2,0.0,3.1333333333333333,3.4,0.4666666666666667,0.0,0.0
