player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
Peter C,0,2,0,9,5,0,0,0
Rick G,4,2,4,14,28,2,0,0
Robbie C,1,0,1,7,1,0,1,0
Sam S,2,1,0,0,27,3,1,0
Spence L,0,1,0,11,1,2,1,0
Stephen,0,0,0,2,3,0,0,0
Terry G,0,0,0,1,2,0,0,0
Travis C,3,1,1,32,42,3,0,0
Zach Z,0,0,1,0,0,0,0,0
Bacon,0,5,1,20,20,1,0,0
Barnett,0,1,0,2,5,1,0,0
Bartholo,0,0,0,1,1,0,0,0
Beatty,1,3,0,29,50,4,1,0
Brooks,1,0,0,5,10,0,1,0
Cohen,0,0,0,17,11,1,0,0
Doi,1,1,1,8,2,5,1,0
Drum,3,0,0,7,1,1,0,0
Eder,0,0,0,1,1,0,0,0
Elbogen,2,1,0,15,1,0,1,0
Ferguson,0,0,0,3,2,1,0,0
Friedman,3,1,0,14,8,2,0,0
George,0,1,1,14,15,1,0,0
Kiyoi,1,1,3,12,6,0,0,0
Lai,1,0,0,15,7,0,0,0
Lepore,1,0,1,1,1,0,0,0
Lissner,0,0,2,16,15,1,0,0
Mazur,0,6,0,11,44,1,0,0
Mcdougal,8,2,2,14,1,1,0,0
Mcrae,0,0,0,0,0,0,0,0
Padula,1,0,1,3,4,0,0,0
Plasman,1,0,2,5,2,0,0,0
Pritchar,0,0,0,3,2,1,0,0
Ransom,1,0,1,10,2,2,0,0
Schakner,1,0,1,8,11,1,0,0
Severson,1,0,0,10,2,0,0,0
Silverma,1,0,2,9,1,1,0,0
Theodore,1,1,3,9,1,1,0,0
Theologi,0,1,0,15,12,1,0,0
Weaver,1,1,1,5,4,1,0,0
A Brown,2,0,0,11,1,0,0,0
Akyuz,0,1,0,2,12,1,1,0
Animal,1,0,0,15,24,1,0,0
Bosscher,0,1,0,8,14,0,0,0
Buddy,1,1,0,4,3,0,0,0
Camp,3,3,0,17,29,2,0,0
Coolidge,0,2,2,15,15,1,1,0
DWiseman,1,2,1,18,5,1,1,0
Drews,1,1,0,26,2,1,0,0
Graffy,5,1,2,20,26,1,1,0
Grandon,1,0,0,2,2,1,1,0
Jdub,0,3,0,3,2,1,0,0
Johnson,1,0,0,4,6,1,0,0
K Brown,1,0,0,22,39,1,0,0
KPS,0,1,1,9,6,1,1,0
Kan,0,0,0,1,2,0,0,0
Kelly,0,0,0,0,2,0,0,0
Keren,0,2,0,2,2,0,0,0
Knoche,5,0,1,6,1,0,1,0
Luo,0,2,1,8,15,1,0,0
Marty,2,0,1,1,2,0,0,0
Mason,0,0,0,1,2,0,0,0
Mawby,0,1,1,0,0,0,0,0
Meshnick,1,0,1,4,15,3,0,0
Meyer,0,0,1,4,7,0,0,0
Nelson,2,2,0,26,29,1,0,0
Poole,0,0,0,0,1,0,0,0
Pruess,1,2,2,3,7,2,0,0
RWiseman,0,0,0,11,6,0,0,0
Repper,1,0,1,1,4,0,0,0
Richgels,1,1,0,18,13,1,0,0
Shriwise,1,5,0,28,12,2,0,0
Spyro,0,0,0,0,0,0,0,0
Tucker,0,0,0,6,3,0,0,0
Weber,2,0,0,5,3,0,0,0
Weigand,0,0,0,7,5,1,1,0
Wilen,0,0,0,6,3,0,0,0
Anders C,1,0,0,12,8,1,0,0
Berry C,1,3,1,9,15,3,0,0
Bumste S,2,0,1,27,9,1,0,0
Burkha M,0,1,0,4,11,1,0,0
Cousin G,1,2,1,11,17,2,0,0
DeCler D,2,0,1,6,6,0,1,0
Duhn,0,0,0,0,1,0,0,0
Echols T,1,0,0,2,17,1,0,0
Feldma B,0,3,0,8,7,0,0,0
Groven T,0,0,0,3,11,0,1,0
Hawkin B,0,0,0,1,0,0,0,0
Johnso E,1,2,0,11,0,1,0,0
Johnso K,0,2,0,2,7,2,0,0
Jordan M,1,2,0,21,13,2,0,0
Jurek C,0,0,0,6,4,0,0,0
Kautz J,1,0,1,5,1,0,0,0
Kittle J,1,0,3,4,4,0,0,0
Klane J,2,7,1,67,87,1,0,0
Ladas N,0,2,1,6,4,0,1,0
Leonar I,3,0,3,1,0,0,0,0
Matis B,1,1,0,6,4,1,0,0
McCart M,1,0,0,0,0,0,0,0
McCutc C,0,0,1,6,0,0,0,0
Mekler W,2,2,0,5,15,1,0,0
Osgar R,0,2,0,2,20,0,0,0
Pangbu G,1,1,2,5,5,0,0,0
Polett T,2,2,1,58,49,2,1,0
Simone J,0,1,0,0,3,1,0,0
Taylor J,1,0,1,3,6,1,0,0
Taylor T,0,0,0,1,1,0,0,0
Trotte E,0,0,0,6,3,0,1,0
Tschid J,0,0,0,2,59,1,0,0
Vogt,0,0,0,4,1,0,0,0
Vohnou B,2,2,0,35,26,0,0,0
Wallin C,0,1,0,2,18,3,0,0
Weinbe C,0,1,1,13,11,0,0,0
Wood C,0,0,0,17,21,0,0,0
Andre,1,0,1,7,2,0,1,0
Big Mike,1,0,2,1,5,1,0,0
Bisson,0,0,0,5,3,0,0,0
Breton,0,0,0,1,0,0,1,0
Burden,3,3,1,21,18,3,0,0
Cabot,3,3,0,13,4,1,1,0
Ceballos,0,0,0,1,8,0,0,0
Chaouch,0,1,0,8,2,1,0,0
Charette,0,0,2,3,2,0,0,0
Faber,0,0,0,1,1,0,0,0
Gamache,0,1,1,5,5,0,0,0
Genest,2,1,0,7,21,1,0,0
Goderre,2,2,0,35,52,3,0,0
Groulx,1,2,0,4,4,1,0,0
Hibbert,1,1,0,3,8,3,0,0
Jean G,1,0,0,1,1,0,0,0
Joncas,0,1,0,1,3,0,0,0
Krump,0,0,0,0,0,0,0,0
Lemieux,1,2,1,3,5,0,1,0
Malik,1,2,1,14,10,1,1,0
Massi,0,1,0,0,1,0,0,0
Monfette,1,0,1,16,16,2,0,0
Nas,0,2,1,5,16,0,0,0
Quentin,0,1,0,6,8,0,0,0
Quinlan,1,3,1,17,18,1,0,0
Saunders,0,0,0,13,10,1,0,0
Steve,0,3,1,21,35,3,0,0
Vallee,1,3,2,14,9,2,0,0
Alongi,0,2,0,8,11,0,1,0
Avello,0,0,0,4,14,1,0,0
Badgett,2,1,1,1,2,0,0,0
Barry,3,0,1,5,17,1,1,0
Bradham,1,1,1,14,12,1,0,0
Caldwell,0,0,0,0,2,1,0,0
Calhoun,7,3,0,19,15,1,0,0
Cam S.,0,0,0,2,1,0,0,0
Carden,2,1,1,7,3,1,0,0
Conger,0,0,0,17,57,1,0,0
Cox,0,0,1,1,0,0,0,0
Dahms,0,0,0,0,0,0,0,0
Dan C,0,0,0,1,1,0,0,0
Dayton,0,0,0,5,6,0,0,0
Flowers,1,0,1,10,6,0,0,0
Hammond,0,0,0,5,0,0,0,0
Hardesty,0,0,1,14,14,0,0,0
Heacock,0,0,0,9,6,0,0,0
Jaime,4,0,2,3,7,1,0,0
Lally,1,2,2,41,33,1,0,0
Mac,2,2,0,16,22,2,0,0
Matt R.,0,0,0,1,2,0,0,0
Moore,0,0,1,1,1,1,0,0
Ortiz,2,1,0,2,2,0,0,0
Parris,2,1,0,14,6,1,0,0
Payne,0,0,0,28,18,3,0,0
Petty,0,0,0,0,1,0,0,0
Phil D.,1,5,1,8,10,1,0,0
Poulos,0,6,0,20,56,7,0,0
Russnog,0,0,0,1,1,0,0,0
Schroder,2,1,1,8,17,3,0,0
Seay,0,0,0,1,1,0,0,0
Snook,0,0,0,1,0,0,0,0
Stroble,0,1,1,29,33,1,1,0
Wilkes,0,1,1,1,1,1,1,0
Wilson,1,0,0,1,2,1,1,0
Wright,1,0,0,3,12,2,1,0
Alladi S,0,1,0,3,2,0,0,0
Alorro J,1,0,0,34,26,0,0,0
Aulett M,2,4,1,8,8,2,0,0
Babbit J,1,1,1,5,6,1,0,0
Brownl M,1,0,1,6,11,2,0,0
Doyle L,0,0,0,1,6,0,0,0
Drost M,3,1,1,8,5,0,0,0
Drost R,1,0,1,2,13,1,0,0
Garvey H,1,5,1,48,29,4,0,0
Holmes R,0,1,0,2,1,1,0,0
Isik A,0,0,0,1,0,1,0,0
Jagt B,1,6,1,32,24,3,1,0
Kalmak P,0,0,0,1,3,1,0,0
Katz B,2,6,0,20,28,1,0,0
Kittre B,4,1,1,38,7,0,0,0
Kline C,1,1,0,6,6,1,0,0
Komino T,0,0,0,0,0,0,0,0
LeMar M,1,2,1,11,8,0,0,0
Lee E,0,0,0,15,14,0,0,0
Mieser J,1,1,2,29,27,0,0,0
Ouelle J,0,0,0,0,2,0,0,0
Price J,0,1,0,1,0,0,0,0
Saffa R,0,0,1,0,1,0,0,0
Spielm B,0,0,0,2,7,0,0,0
Stanto T,0,1,1,1,2,0,0,0
Steven M,1,1,0,5,7,0,1,0
To Nori,0,0,0,1,1,0,0,0
Ward R,2,0,1,0,1,0,0,0
Weintr M,0,1,1,7,5,1,0,0
Weng F,0,0,1,3,2,0,0,0
Ye R,0,0,0,0,0,0,1,0
Zalk A,0,0,0,2,1,0,0,0
Adam O'D,1,1,0,2,3,0,0,0
Aidan H,0,0,1,4,1,0,0,0
Alec A,4,0,2,16,9,1,0,0
Andy O,1,1,1,8,11,1,0,0
Ben,0,0,0,0,2,0,0,0
Bryce R,1,0,1,17,46,2,0,0
Carson T,0,0,0,7,7,0,0,0
Colin F,0,0,0,2,0,0,0,0
David C,1,0,0,0,1,0,0,0
Derek A,1,6,1,43,47,1,1,0
Erik H,1,1,0,5,14,1,0,0
EtienneB,0,0,0,1,0,0,0,0
Geoff B,0,1,2,1,5,2,0,0
Greg E,3,1,1,6,11,1,1,0
JeremyH,0,0,1,18,7,2,0,0
Karl L,4,5,1,16,5,2,0,0
Ken A,2,1,1,10,31,1,0,0
Khalid A,2,0,2,4,5,0,0,0
Kinley G,0,0,0,5,0,1,0,0
Kyle C,1,1,0,2,3,0,0,0
Lance B,0,0,0,2,1,1,1,0
LaurentA,1,0,0,6,7,1,1,0
LaurentL,0,2,1,3,2,1,1,0
M Lee,1,0,0,11,2,0,0,0
Matt O'B,1,0,1,2,2,0,0,0
Nick B,1,3,4,4,10,0,1,0
PatrickK,0,2,1,2,8,0,0,0
PatrickM,0,0,0,0,0,0,0,0
Paul M,2,1,2,5,2,0,1,0
Paul R,2,0,1,10,9,1,0,0
Ryan W,0,0,0,1,0,0,0,0
Scott G,0,0,0,1,0,1,0,0
Tait B,0,0,0,0,0,0,0,0
Tyler S,0,1,1,2,12,2,0,0
A. Miche,0,0,0,4,2,0,0,0
Arcata,4,1,2,12,1,3,1,0
B. Dunn,0,0,2,3,1,0,0,0
Baer,0,0,0,2,4,3,0,0
Becker,0,0,0,0,0,0,0,0
Campy,0,0,1,6,1,0,0,0
Ciccoron,0,0,0,3,3,0,0,0
Damiano,3,1,0,23,8,2,0,0
Davies,1,1,0,29,19,2,0,0
Digorgio,0,1,1,2,5,0,0,0
Dmitry S,0,0,0,0,5,0,0,0
Dylan S,0,0,0,4,6,0,0,0
E. Nard,1,2,2,7,2,1,0,0
E. Peck,0,1,1,5,3,1,1,0
Eckardt,0,0,0,0,0,0,0,0
Fortin,1,2,0,30,15,2,0,0
Igor,0,0,1,4,2,1,0,0
Katzenba,1,1,1,31,43,0,0,0
Lamberty,0,0,0,9,1,1,0,0
M. Esser,0,1,3,12,10,2,0,0
Martin,1,0,1,12,12,0,0,0
Masino,1,0,1,2,2,0,0,0
Mehta,2,0,0,25,1,1,0,0
N. Patel,0,2,0,10,22,1,0,0
Nugent,0,0,0,0,0,0,0,0
Pastor,1,0,0,5,1,0,0,0
Pollard,1,0,2,3,6,2,0,0
R. Brown,2,0,2,8,0,1,0,0
Reydams,0,0,2,2,3,0,0,0
S. Mott,2,1,1,36,42,3,2,0
S. Xu,0,3,0,2,14,5,0,0
Strouse,0,0,0,8,7,0,0,0
Vaughn,1,1,1,5,2,0,0,0
Weaver,1,1,0,5,3,1,0,0
Wenzel,0,0,0,4,1,0,0,0
Angele D,1,0,0,0,0,0,0,0
Beards E,0,1,2,14,7,0,0,0
Buss J,0,1,0,17,7,1,0,0
Cicion R,0,0,1,1,0,0,1,0
Cooper M,0,0,0,2,1,0,0,0
DeAmic J,0,0,3,3,2,1,0,0
Delgad F,0,1,0,1,5,1,1,0
Diatta M,1,0,0,3,2,1,0,0
Fedore M,0,2,0,18,3,3,0,0
Furdel K,1,1,0,13,26,1,0,0
Gardne A,0,0,0,0,0,1,0,0
Graber C,0,0,0,9,1,0,0,0
Hammon P,1,1,1,15,12,2,0,0
Heffer J,0,0,0,1,0,0,0,0
Kahn A,1,1,0,8,6,2,0,0
Kincai J,0,1,0,0,0,0,0,0
Mast J,0,1,1,14,35,5,0,0
May S,0,0,1,7,2,1,0,0
McMull P,1,1,1,12,11,1,0,0
Peters E,0,1,1,4,10,2,0,0
Raslan A,0,0,0,1,1,0,0,0
Repper S,0,0,0,0,0,0,0,0
Robarg J,0,0,1,4,0,0,0,0
Robin- N,1,0,0,10,9,0,0,0
Rosen L,0,0,0,2,0,0,1,0
Sheppa M,2,3,1,17,49,11,0,0
Thomas A,2,1,3,19,4,2,0,0
Towle J,3,1,1,12,4,1,0,0
Tranqu D,0,0,1,4,1,0,0,0
Tranqu V,0,0,0,0,0,0,0,0
Trimbl S,4,1,1,8,1,1,1,0
VanDus S,0,1,1,15,2,8,0,0
Vatz D,1,0,0,6,13,1,0,0
Watt O,1,2,0,23,13,1,0,0
AllenJus,2,0,0,7,6,1,0,0
AllenKir,1,1,0,15,6,0,0,0
BallMike,0,0,0,2,2,0,0,0
BodeMatt,0,0,2,2,1,1,0,0
CohenAnd,0,1,0,11,8,1,0,0
ColicchC,0,0,0,0,2,0,0,0
CretellJ,0,1,1,4,0,1,0,0
DieterBe,1,0,0,5,7,0,0,0
EllisMat,0,0,0,1,5,1,0,0
FairfaxJ,3,1,1,27,8,1,0,0
FreystaM,3,2,1,23,17,0,0,0
GreenTri,0,2,0,0,5,2,0,0
GretschR,0,0,0,1,3,0,0,0
HartzogJ,0,1,1,4,8,1,0,0
HeltonGo,3,1,1,7,5,1,0,0
JonesDav,0,0,0,1,1,0,0,0
LaviolA,0,0,0,0,4,0,0,0
LiuBob,1,1,0,38,59,2,0,0
LynchJoh,1,0,0,7,3,1,1,0
MatzukaB,1,1,1,12,43,1,0,0
McKelveA,1,0,1,0,3,0,0,0
McSherrC,0,1,0,2,4,0,0,0
MitchelT,4,1,0,18,10,1,0,0
MouwJaco,1,2,0,2,1,0,0,0
MunizCha,0,1,0,10,0,1,0,0
NethercJ,0,10,1,12,72,3,0,0
NordgreJ,0,0,0,0,1,0,0,0
PannoneM,1,0,1,3,4,0,0,0
PerryJor,0,1,1,3,11,1,0,0
PolkJake,0,0,2,2,2,0,0,0
RichardD,0,0,4,4,2,1,0,0
SaulNoah,1,0,1,14,28,3,0,0
SethuraV,0,0,0,1,1,0,0,0
SiscoSha,1,0,1,20,8,1,0,0
SmithJos,0,0,0,4,0,0,0,0
SnokeDav,0,1,0,10,1,0,0,0
TaylorAl,2,0,0,14,12,1,0,0
TaylorHu,0,0,0,7,4,0,0,0
WerkmeiR,0,0,0,0,1,0,0,0
WilliamJ,1,4,0,41,35,1,0,0
WilsonMa,0,0,0,0,1,0,0,0
Bridges,1,2,1,3,4,0,0,0
Dunn,0,1,2,24,1,0,0,0
Fontaine,3,3,0,2,27,1,0,0
Goodman,0,0,0,1,3,0,0,0
Griffin,1,1,0,2,15,0,0,0
Groth,2,4,1,8,10,0,0,0
Gutkowsk,1,3,0,19,17,1,0,0
Hall,0,0,0,0,3,0,0,0
Ham,4,0,2,17,11,1,0,0
Hume,2,1,1,2,19,0,1,0
Huppert,1,1,0,0,4,0,0,0
Ivers,1,2,0,4,7,2,0,0
Kohl,0,1,0,7,7,1,0,0
Lacy,0,0,1,3,3,0,0,0
Leggio,0,2,0,34,6,0,1,0
Milardov,2,0,1,15,15,3,0,0
Okita,5,4,0,25,45,1,0,0
Osborne,0,0,0,1,0,0,0,0
Page,0,0,2,10,6,2,0,0
Parisi,0,0,0,12,8,1,0,0
Purdy,0,2,0,5,1,0,0,0
Radlauer,2,4,1,6,17,0,0,0
Ritchie,0,0,0,3,4,1,0,0
Rubin,0,1,0,3,5,1,0,0
Slader,1,0,1,5,7,3,0,0
Slaughte,1,0,0,0,2,0,0,0
Smith,2,0,0,0,2,0,0,0
Tran,2,6,0,43,43,1,1,0
Turner,0,2,3,16,12,1,0,0
A-Grande,0,0,0,3,6,0,0,0
A-Max,1,1,0,2,3,1,0,0
A-Pan,1,1,1,10,3,1,1,0
Andrew,0,0,0,3,6,0,0,0
Antoine,1,2,1,13,33,2,2,0
Ben,0,1,0,5,6,0,0,0
Brandon,0,1,0,6,8,0,0,0
Byron,1,2,0,2,26,1,0,0
Cameron,1,0,0,1,2,0,0,0
Cody,0,1,0,1,14,3,0,0
Cullen,2,0,0,2,3,0,0,0
DaDa,0,0,0,4,16,0,0,0
Devon,0,0,1,1,3,0,1,0
Eli,0,5,0,36,28,3,1,0
Ellen,0,0,0,0,0,0,0,0
Elliott,0,0,1,71,48,3,0,0
Gina,0,0,0,3,1,0,0,0
Greenwoo,0,0,0,2,0,0,0,0
Greg,1,0,1,14,7,2,0,0
Hunter,0,0,0,0,1,0,0,0
