player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
Jack,0,0,0,1,0,0,0,0
Jacob,2,2,3,22,8,0,0,0
Jordan,1,0,1,2,2,1,0,0
Joshua,0,0,0,2,3,0,1,0
Kawaoka,0,0,0,0,0,0,0,0
Kobe,0,0,0,0,0,0,0,0
Lexa,0,0,0,0,1,0,1,0
Lior,8,4,1,12,14,2,0,0
Marcelo,1,2,0,15,13,3,0,0
Max,0,0,0,3,2,0,0,0
Natasha,0,0,0,1,4,0,0,0
Nolan,0,0,0,0,0,0,1,0
Phil,0,1,0,1,2,0,0,0
Raj,0,0,0,1,1,0,0,0
Robot,1,0,1,9,6,1,0,0
Sam,0,0,0,4,18,0,0,0
Schlag,0,1,0,2,25,1,0,0
Skylohr,2,0,0,13,0,0,0,0
Tommy,0,0,0,0,1,0,0,0
Vincenzo,2,1,1,5,3,1,0,0
Xander,1,0,1,2,2,0,0,0
Adams T,0,0,0,3,1,0,0,0
Chang,1,2,1,18,24,1,1,0
Checho,0,0,0,9,1,1,0,0
Condit,0,1,0,2,2,1,0,0
Crawford,1,1,1,3,32,1,1,0
Earley,0,0,0,2,3,1,1,0
Falat,1,2,1,24,6,4,1,0
Fein,1,1,2,8,8,1,1,0
Hammer D,0,0,1,3,8,0,0,0
Hernande,0,0,0,0,2,0,1,0
Hirning,0,0,1,1,0,0,0,0
Jaffe,0,0,1,3,8,1,1,0
Josh K,0,0,0,0,0,0,0,0
Kharrazi,0,1,0,13,4,1,1,0
Kunz S,0,1,1,6,5,0,0,0
Lassett,1,1,0,5,22,4,0,0
Levinsky,1,0,1,2,0,0,0,0
Lin M,1,0,0,14,9,3,0,0
Moore,1,1,2,6,4,0,0,0
Morris A,1,0,1,1,7,0,1,0
Murphy N,1,0,0,12,4,0,0,0
Newlin,0,0,2,4,5,1,0,0
Norden,0,4,0,42,9,5,0,0
Richmond,0,0,0,1,2,0,0,0
Roach,0,0,0,3,1,0,0,0
Sabin Z,2,1,2,8,17,1,0,0
Shi A,0,0,0,10,3,0,0,0
Stearns,4,2,0,11,15,2,0,0
Surmani,0,0,0,22,36,1,0,0
Thompson,3,2,0,7,3,1,0,0
Tien,0,0,0,2,4,0,0,0
Tozer,0,1,1,2,1,1,0,0
Yeager,0,0,0,2,1,0,0,0
Yeagle R,0,0,0,2,1,0,0,0
Young L,0,1,0,8,39,1,0,0
Zaccaro,2,1,0,26,21,0,0,0
Adam Cho,0,1,0,1,5,0,0,0
Aldous R,0,2,0,4,8,3,0,0
Alex D,2,1,1,24,26,2,1,0
AlexD,0,0,0,8,8,0,0,0
Ben Mill,0,0,0,1,0,0,0,0
Brad H,1,4,1,38,31,0,0,0
BradH,0,1,0,10,1,1,0,0
Bryant S,0,1,0,1,0,0,0,0
Cam Bail,4,1,0,14,12,1,0,0
Cam Bak,1,1,0,2,0,0,0,0
CamBail,3,0,1,2,0,0,0,0
CamBak,0,0,0,0,0,0,0,0
Charli E,0,0,0,2,0,0,0,0
CharliE,0,0,0,1,4,0,0,0
Dennis C,0,0,1,1,17,0,0,0
Derek M,0,0,1,4,4,0,0,0
Eddie H,1,1,0,11,19,2,0,0
EddieH,0,0,0,1,3,0,0,0
Hai Tran,0,0,0,0,0,0,0,0
Henry S,0,0,0,2,3,0,0,0
HenryS,1,0,0,1,1,0,0,0
John D,1,1,0,3,3,0,0,0
John Q,1,0,0,2,2,0,0,0
John R,1,3,1,5,8,0,0,0
JohnD,0,0,0,0,0,0,0,0
JohnQ,0,0,0,1,0,0,0,0
Kodi S,2,4,0,16,10,1,0,0
KodiS,1,0,1,8,2,0,0,0
Manny E,0,1,1,5,9,1,0,0
Marc M,0,3,2,13,1,0,0,0
MarcM,0,0,0,0,2,0,0,0
Mark B,1,16,0,14,38,5,0,0
MarkB,0,3,0,7,9,0,0,0
Morgan H,0,0,0,0,0,0,0,0
Nick M,1,1,2,0,3,1,1,0
Nick R,3,0,0,7,1,0,0,0
NickM,1,0,0,0,0,0,0,0
Peter GL,5,0,1,4,5,0,0,0
PeterGL,0,0,0,0,0,0,0,0
Qxhna T,0,0,0,1,0,0,0,0
QxhnaT,0,0,0,2,1,1,0,0
Reed H,1,1,0,9,3,0,0,0
Robbie F,0,1,0,1,1,1,0,0
Ryan S,1,1,0,1,6,0,0,0
RyanS,1,0,0,7,3,0,0,0
Sam C,1,2,0,11,23,0,1,0
Shane W,3,0,1,4,4,1,1,0
ShaneW,0,0,1,0,0,1,0,0
Steph L,0,0,0,3,0,0,0,0
StephL,0,0,0,3,3,0,0,0
Willam A,0,0,0,1,1,0,0,0
WillamA,0,0,0,0,0,0,0,0
Willia C,1,0,1,14,11,1,0,0
Xtehn T,0,1,1,8,0,2,0,0
XtehnT,0,0,0,1,0,0,0,0
AJ,0,0,0,0,1,0,0,0
AK,2,0,1,2,3,0,0,0
B Wachob,1,0,0,6,5,0,0,0
Barrett,0,0,0,0,0,0,0,0
Barrow,2,0,1,9,5,0,0,0
Bass,0,0,0,0,0,0,0,0
Carr,2,0,1,20,34,0,0,0
Chapman,0,0,0,0,0,0,0,0
Chard,0,1,1,10,12,0,0,0
Clary,2,0,0,4,0,0,0,0
Cogswell,0,0,0,0,0,0,0,0
Del,0,0,0,0,0,0,0,0
Dennis,0,0,0,1,3,0,0,0
Fairley,2,0,0,6,6,0,1,0
Gibson,0,2,1,8,21,0,0,0
H Wachob,1,1,0,20,23,1,0,0
Hiser,0,0,1,4,1,0,0,0
Huston,0,1,0,13,9,0,0,0
Kunsa,0,0,1,31,8,1,0,0
Lane,0,0,0,1,1,0,0,0
Lapikas,0,0,0,0,0,0,0,0
Larsen,1,0,0,1,10,1,0,0
Layton,0,0,0,0,1,0,0,0
Ley,2,5,1,40,45,4,0,0
Lootens,0,0,0,0,0,0,0,0
McKisic,0,0,0,2,0,0,0,0
O'Bryan,2,6,1,43,12,3,0,0
PVB,1,1,0,17,13,1,0,0
Perales,0,0,1,1,6,1,0,0
Repasky,0,1,1,24,21,1,1,0
Roney,5,7,2,39,79,1,0,0
Schimmel,0,0,0,0,0,0,0,0
Seuntjen,0,0,0,10,6,0,0,0
Sullivan,1,0,0,5,1,0,0,0
Taylor,2,0,0,5,4,1,0,0
Travagli,0,2,1,5,17,0,0,0
Vickroy,2,3,0,14,13,1,0,0
Vinson,0,0,0,7,1,0,1,0
Wasnick,1,0,0,2,0,0,0,0
Armstron,0,1,1,43,30,1,0,0
Boychuk,0,0,0,7,10,1,0,0
Burelle,5,4,1,12,5,0,0,0
Carroll,1,1,2,13,8,3,0,0
Dacquist,0,0,1,4,1,0,0,0
Edwards,0,0,1,11,1,1,0,0
Foord,1,1,2,7,3,0,0,0
Harris,3,2,1,21,35,0,0,0
Harrison,0,0,1,2,12,0,0,0
Hau,0,1,0,6,10,1,0,0
Hirst,1,1,1,9,5,0,1,0
Huynh,0,3,1,13,3,1,0,0
Iain M,4,2,2,4,6,0,0,0
IsaiahMK,1,1,6,8,9,2,0,0
LaFrance,0,0,1,3,0,0,1,0
Linq,0,0,1,15,4,1,0,0
Lloyd,1,1,2,1,3,1,0,0
Martin,0,1,0,5,1,1,0,0
McKnight,0,1,1,13,18,0,1,0
Meron,0,1,0,5,9,0,0,0
Mike M,0,0,0,4,4,0,0,0
Norden,0,2,0,2,15,2,0,0
Ojo,1,0,2,1,0,0,0,0
Oort,1,0,0,15,3,0,1,0
Powell,0,2,0,8,7,1,0,0
Pries,0,0,1,0,1,0,0,0
Tan,2,1,3,13,1,1,0,0
Turner,0,0,0,1,2,0,0,0
Vasilyev,0,0,0,2,4,0,0,0
Wilson,0,1,0,7,5,1,1,0
Yearwood,0,0,0,6,2,2,0,0
Zlatic,1,0,1,2,3,1,0,0
knapp,1,2,0,9,1,0,0,0
