player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
Hunter,0,0,1,3,0,0,0,0
Jack,0,0,1,0,0,0,0,0
Jacob,1,1,3,8,8,1,0,0
Jordan,0,2,1,23,17,2,0,0
Joshua,0,0,0,3,3,0,0,0
Kawaoka,0,0,0,1,0,0,0,0
Kobe,0,0,0,0,0,0,0,0
Lexa,0,0,0,2,3,0,0,0
Lior,1,3,0,44,28,2,0,0
Marcelo,1,0,1,34,14,1,0,0
Max,0,1,0,2,2,0,0,0
Natasha,0,0,0,0,0,0,0,0
Nolan,1,1,0,1,0,0,0,0
Phil,0,0,1,0,4,0,0,0
Raj,0,0,0,1,1,0,0,0
Robot,0,0,2,8,6,1,0,0
Sam,1,0,0,12,15,1,0,0
Schlag,0,2,0,6,37,1,0,0
Skylohr,1,0,0,17,4,1,0,0
Tommy,0,0,1,0,0,0,0,0
Vincenzo,1,0,0,7,2,1,0,0
Xander,1,0,0,2,1,0,0,0
Adams T,1,0,0,0,1,0,0,0
Chang,1,1,0,52,35,2,0,0
Checho,0,1,0,7,1,0,0,0
Condit,1,0,0,1,1,1,0,0
Crawford,3,0,1,21,24,2,0,0
Earley,0,0,0,0,2,1,1,0
Falat,3,1,1,22,18,1,0,0
Fein,1,0,0,2,17,1,0,0
Hammer D,0,1,1,2,2,0,0,0
Hernande,0,0,0,3,0,0,0,0
Hirning,0,0,1,0,1,0,0,0
Jaffe,0,2,0,9,3,0,0,0
Josh K,0,0,0,0,0,0,0,0
Kharrazi,0,0,0,1,9,1,0,0
Kunz S,1,0,0,3,0,0,0,0
Lassett,0,1,0,3,14,0,0,0
Levinsky,2,1,0,3,2,0,0,0
Lin M,1,0,1,15,5,0,0,0
Moore,1,0,2,8,5,1,0,0
Morris A,0,0,0,5,3,1,0,0
Murphy N,1,0,0,3,0,1,0,0
Newlin,0,0,1,8,2,2,0,0
Norden,0,2,1,46,22,5,0,0
Richmond,0,0,0,2,1,0,0,0
Roach,0,0,0,4,1,1,0,0
Sabin Z,1,1,0,27,9,0,0,0
Shi A,0,0,0,4,8,1,0,0
Stearns,3,1,0,17,25,3,0,0
Surmani,2,0,0,23,8,0,0,0
Thompson,2,1,0,1,5,1,1,0
Tien,0,0,0,4,2,1,0,0
Tozer,0,0,0,0,0,0,0,0
Yeager,0,0,0,0,1,1,0,0
Yeagle R,0,0,0,1,0,0,0,0
Young L,0,1,0,38,17,2,0,0
Zaccaro,1,6,0,14,47,3,0,0
Adam Cho,1,0,0,3,9,0,0,0
Aldous R,1,1,0,5,8,0,0,0
Alex D,1,1,1,54,6,3,1,0
AlexD,0,0,0,1,18,0,1,0
Ben Mill,0,0,0,2,2,0,0,0
Brad H,4,3,2,40,39,0,0,0
BradH,0,1,0,6,3,0,0,0
Bryant S,0,0,0,4,4,0,0,0
Cam Bail,4,0,0,34,10,3,0,0
Cam Bak,0,0,0,2,2,0,0,0
CamBail,0,0,0,1,0,1,0,0
CamBak,0,0,0,0,0,0,0,0
Charli E,0,1,0,1,0,0,0,0
CharliE,0,0,0,2,3,0,0,0
Dennis C,0,1,0,11,15,0,0,0
Derek M,0,0,2,2,3,0,0,0
Eddie H,1,1,1,6,5,0,0,0
EddieH,0,0,0,2,1,1,0,0
Hai Tran,0,0,0,0,0,0,0,0
Henry S,0,1,0,6,7,0,0,0
HenryS,0,0,0,1,0,0,0,0
John D,0,0,1,2,3,0,0,0
John Q,1,1,2,4,0,0,0,0
John R,1,1,0,5,8,1,0,0
JohnD,0,0,0,0,0,0,0,0
JohnQ,0,0,0,0,1,0,0,0
Kodi S,4,0,0,24,28,5,1,0
KodiS,1,0,0,1,2,0,0,0
Manny E,0,2,0,12,19,1,0,0
Marc M,0,1,1,2,3,1,1,0
MarcM,0,0,0,1,1,0,0,0
Mark B,7,2,2,9,13,1,1,0
MarkB,0,1,0,1,8,2,0,0
Morgan H,0,0,0,0,0,0,0,0
Nick M,0,0,1,0,5,0,0,0
Nick R,0,0,0,1,4,0,1,0
NickM,0,0,0,1,0,0,0,0
Peter GL,3,1,0,7,7,1,0,0
PeterGL,0,0,0,0,0,0,0,0
Qxhna T,0,0,0,0,2,0,0,0
QxhnaT,0,0,0,0,2,0,0,0
Reed H,2,1,0,4,3,0,0,0
Robbie F,0,1,0,0,2,1,0,0
Ryan S,3,1,0,7,8,1,0,0
RyanS,0,0,0,0,1,0,0,0
Sam C,2,2,0,18,22,2,1,0
Shane W,3,0,1,9,3,0,0,0
ShaneW,0,0,0,0,0,1,0,0
Steph L,0,0,0,5,27,1,0,0
StephL,0,0,0,3,5,0,0,0
Willam A,0,0,2,2,0,0,0,0
WillamA,0,0,0,0,0,0,0,0
Willia C,1,2,0,12,21,0,0,0
Xtehn T,0,1,0,4,1,2,0,0
XtehnT,0,0,0,0,0,0,0,0
AJ,0,1,0,1,0,0,0,0
AK,1,0,1,4,2,1,0,0
B Wachob,0,0,1,4,8,1,0,0
Barrett,0,0,0,0,0,0,0,0
Barrow,1,0,1,4,20,0,0,0
Bass,0,0,0,1,2,0,0,0
Carr,0,1,1,11,48,1,0,0
Chapman,0,0,0,0,0,0,0,0
Chard,0,1,1,2,18,0,0,0
Clary,2,0,0,1,5,1,0,0
Cogswell,0,0,0,0,0,0,0,0
Del,0,0,0,0,0,0,0,0
Dennis,0,0,0,1,0,0,0,0
Fairley,5,2,0,1,17,0,1,0
Gibson,1,1,0,3,7,0,0,0
H Wachob,2,2,0,30,13,1,0,0
Hiser,1,0,1,3,4,0,0,0
Huston,3,3,0,33,21,0,0,0
Kunsa,1,6,0,33,15,0,0,0
Lane,1,0,0,0,3,0,0,0
Lapikas,0,0,0,0,0,0,0,0
Larsen,0,0,0,19,12,1,0,0
Layton,0,0,0,0,1,0,0,0
Ley,2,4,2,68,80,3,0,0
Lootens,0,0,0,0,0,1,0,0
McKisic,0,0,0,0,2,0,0,0
O'Bryan,0,3,2,17,4,1,1,0
PVB,0,0,0,14,22,1,0,0
Perales,1,1,0,4,21,1,0,0
Repasky,0,1,0,19,13,1,1,0
Roney,1,5,3,103,24,3,0,0
Schimmel,0,0,0,0,0,0,0,0
Seuntjen,3,0,2,13,15,0,0,0
Sullivan,1,0,0,20,9,0,0,0
Taylor,4,0,1,4,5,1,1,0
Travagli,1,3,0,7,20,0,0,0
Vickroy,2,2,3,24,16,2,0,0
Vinson,0,0,0,4,4,0,1,0
Wasnick,0,0,0,1,0,0,0,0
Armstron,0,0,0,15,9,1,0,0
Boychuk,3,2,0,6,1,1,1,0
Burelle,0,4,1,1,10,1,1,0
Carroll,3,2,0,31,16,0,0,0
Dacquist,1,1,0,2,3,0,0,0
Edwards,0,0,0,11,6,0,0,0
Foord,0,0,1,18,8,0,0,0
Harris,1,1,2,33,9,1,0,0
Harrison,0,0,2,4,4,0,0,0
Hau,1,0,1,8,5,1,0,0
Hirst,1,1,0,0,7,3,0,0
Huynh,2,2,1,24,6,1,0,0
Iain M,0,0,0,14,7,0,1,0
IsaiahMK,3,2,0,27,3,1,1,0
LaFrance,1,0,0,1,2,0,0,0
Linq,0,1,0,8,10,3,0,0
Lloyd,1,1,1,5,2,1,0,0
Martin,0,1,0,5,2,1,0,0
McKnight,2,3,0,5,39,1,0,0
Meron,0,1,1,3,6,1,0,0
Mike M,2,0,2,6,2,1,0,0
Norden,1,5,1,21,4,0,0,0
Ojo,0,0,1,1,1,0,0,0
Oort,3,0,0,3,6,1,0,0
Powell,0,2,1,3,9,2,0,0
Pries,1,0,1,2,1,0,0,0
Tan,1,1,1,2,10,0,0,0
Turner,0,0,1,0,0,0,0,0
Vasilyev,0,0,0,6,13,1,0,0
Wilson,1,0,0,4,4,0,0,0
Yearwood,0,1,0,9,8,1,0,0
Zlatic,1,0,1,0,1,0,0,0
knapp,4,1,0,17,24,1,1,0
