id,name,goals_avg,goals_sd,assists_avg,assists_sd,blocks_avg,blocks_sd,catches_avg,catches_sd,completions_avg,completions_sd,throwaways_avg,throwaways_sd,drops_avg,drops_sd,callahans_avg,callahans_sd
577,Mischa Freystaetter (Raleigh),2.3125,2.023816527,2.125,1.74642492,0.8125,0.910585892,16.0625,10.37605416,13.375,8.815705682,0.625,0.885061203,0.25,0.447213595,0,0
578,Tristan Green (Raleigh),0,0,0.4375,0.892094913,0,0,3.125,5.251983752,3.5625,6.087897831,0.4375,0.727438428,0,0,0,0
579,Rhys Gretsch (Raleigh),0.0625,0.25,0.0625,0.25,0,0,0.375,1.5,0.375,1.5,0.0625,0.25,0,0,0,0
580,Josh Hartzog (Raleigh),0.5,0.894427191,0.8125,0.981070844,0.125,0.341565026,3.6875,3.789788912,2.9375,2.976995129,0.1875,0.403112887,0,0,0,0
581,Goose Helton (Raleigh),1.25,1.879716291,1.75,2.380476143,0.3125,0.602079729,9.625,12.13740774,7.75,9.909591313,0.75,1.238278375,0.125,0.341565026,0,0
582,David Jones (Raleigh),0,0,0,0,0.125,0.5,0.625,2.5,0.6875,2.75,0,0,0,0,0,0
583,LaviolA (Raleigh),0.125,0.5,0.125,0.341565026,0.0625,0.25,3.0625,6.70789336,3.375,7.605918748,0.0625,0.25,0,0,0,0
584,Bob Liu (Raleigh),0.5625,0.81394103,1.5625,1.71148084,0.25,0.447213595,26.0625,21.11072003,30.875,24.66813059,1.125,1.543804824,0,0,0,0
585,Johnnie Lynch (Raleigh),0.375,0.5,0,0,0.5,0.632455532,1.9375,2.886029568,1.25,2.463060427,0.1875,0.543905629,0.3125,0.478713554,0,0
586,Brett Matzuka (Raleigh),0.5,0.632455532,0.875,1.258305739,0.3125,0.478713554,20.8125,19.93060879,24.5625,23.95821014,0.625,0.885061203,0.1875,0.403112887,0,0
587,Andrew McKelvey (Raleigh),0.25,0.447213595,0.1875,0.403112887,0.4375,0.727438428,2.875,3.630886026,2.5,3.326659987,0.0625,0.25,0.0625,0.25,0,0
588,Clint McSherry (Raleigh),0.0625,0.25,0.0625,0.25,0,0,1.0625,2.46221445,1.1875,2.688710967,0.0625,0.25,0.0625,0.25,0,0
589,Terrence Mitchell (Raleigh),2.5625,2.128183889,0.75,0.683130051,0.25,0.577350269,12.125,6.354788221,8.75,4.464676173,0.5625,0.892094913,0.0625,0.25,0,0
590,Jacob Mouw (Raleigh),0.875,0.957427108,0.625,0.806225775,0.375,0.718795288,7.5625,6.966287868,6.625,6.227626621,0.25,0.447213595,0.125,0.341565026,0,0
591,Charlie Muniz (Raleigh),0.6875,1.579820665,0.75,1.238278375,0.1875,0.403112887,5.5,8.966604709,4.8125,7.790753066,0.1875,0.403112887,0,0,0,0
592,Jonathan Nethercutt,0.5625,0.892094913,3.75,3.924283374,0.5,0.816496581,25.0625,24.44440972,29.3125,28.40356492,1.5625,2.337199179,0,0,0,0
593,Jeff Nordgren (Raleigh),0.0625,0.25,0,0,0.125,0.341565026,0.9375,1.948289848,0.9375,1.948289848,0,0,0,0,0,0
594,Mike Pannone (Raleigh),1.0625,1.289379696,0.125,0.341565026,0.4375,0.727438428,2.75,3.235222816,1.625,2.276693509,0.125,0.341565026,0.0625,0.25,0,0
595,Jordan Perry (Raleigh),0.0625,0.25,0.25,0.683130051,0.0625,0.25,2.25,5.567764363,2.4375,6.032895933,0.1875,0.543905629,0,0,0,0
596,Jakeem Polk (Raleigh),0.5625,0.81394103,0.1875,0.403112887,0.75,1.125462868,1.9375,2.205107707,1.625,2.125245084,0.0625,0.25,0,0,0,0
597,David Richardson (Raleigh),0.5,0.632455532,0.125,0.341565026,1.1875,0.910585892,3.875,3.721558813,2.9375,3.395462659,0.4375,0.62915287,0.1875,0.543905629,0,0
598,Noah Saul (Raleigh),0.8125,0.910585892,1.9375,1.569235483,1.0625,1.062622542,16.3125,10.05795705,19.5625,11.44825314,1.375,1.454876856,0.0625,0.25,0.0625,0.25
599,Vic Sethuraman (Raleigh),0,0,0.1875,0.543905629,0.0625,0.25,0.5625,1.631716887,0.625,1.857417562,0,0,0,0,0,0
600,Shane Sisco (Raleigh),1.125,1.258305739,0.9375,1.236594787,0.625,0.957427108,10.0625,9.760251021,8.3125,8.268161827,0.75,1.390443574,0,0,0,0
601,Josh Smith (Raleigh),0.0625,0.25,0,0,0.0625,0.25,0.5,2,0.375,1.5,0.0625,0.25,0,0,0,0
602,David Snoke (Raleigh),0.1875,0.543905629,0.625,1.087811258,0.25,0.683130051,7.0625,11.09034866,8.5625,13.5890581,0.5625,1.364734406,0,0,0,0
603,Alexander Taylor (Raleigh),0.4375,1.030776406,0.0625,0.25,0.25,0.774596669,5.1875,10.6846853,5.875,13.27591805,0.3125,0.793200269,0,0,0,0
604,Hunter Taylor (Raleigh),0.25,0.447213595,0.125,0.341565026,0.375,0.885061203,1.75,3.151719108,1.625,2.578759392,0.0625,0.25,0,0,0,0
605,Ryan Werkmeister (Raleigh),0.1875,0.403112887,0.0625,0.25,0,0,2.25,2.909753712,2.1875,3.037954356,0.1875,0.403112887,0,0,0,0
606,Jack Williams (Raleigh),2.5625,1.590335394,3.1875,2.072639219,0.5,0.730296743,35.6875,21.49641443,34.6875,22.09590837,1.75,1.390443574,0.1875,0.403112887,0,0
607,Matt Wilson (Raleigh),0,0,0,0,0.0625,0.25,0.125,0.5,0.1875,0.75,0,0,0,0,0,0
608,Bridges,0.866666667,1.767430203,0.533333333,0.915475416,0.666666667,0.723746864,7.333333333,6.736538605,7,6.244997998,0.533333333,1.060098827,0.2,0.560611911,0,0
609,Dunn,2.266666667,1.869555588,3.733333333,2.604026187,0.666666667,0.816496581,26.4,15.19774419,23.46666667,13.27654574,1.266666667,1.486446706,0.133333333,0.351865775,0,0
610,Fontaine,0.866666667,0.915475416,1.533333333,1.959105724,0.333333333,0.6172134,12.86666667,10.30164111,12.73333333,10.42296,0.466666667,0.639940473,0.066666667,0.25819889,0,0
611,Goodman,0,0,0,0,0,0,0.533333333,2.065591118,0.533333333,2.065591118,0,0,0,0,0,0
612,Griffin,0.4,0.507092553,0.4,0.632455532,0.6,0.632455532,7.466666667,7.170043501,8.133333333,7.989874545,0.533333333,0.639940473,0.066666667,0.25819889,0,0
613,Groth,1.866666667,1.505545305,1.333333333,1.345185418,0.866666667,0.833809388,9.533333333,7.278801576,7.466666667,5.829318346,0.466666667,0.743223353,0.133333333,0.516397779,0,0
614,Gutkowsk,1.4,0.985610761,1.066666667,1.279880947,0.4,0.632455532,13.53333333,8.675636384,18.53333333,10.56183606,0.666666667,0.6172134,0.4,0.632455532,0,0
615,Hall,0.133333333,0.351865775,0,0,0,0,0.933333333,1.334523279,0.733333333,1.032795559,0,0,0.066666667,0.25819889,0,0
616,Ham,2.866666667,2.065591118,0.933333333,0.798808637,0.4,0.632455532,17.06666667,8.092912831,13.66666667,6.810356259,1.066666667,1.099783528,0.133333333,0.351865775,0,0
617,Hume,0.866666667,1.187233679,1.066666667,1.099783528,0.733333333,0.883715102,14.33333333,8.068162002,12.46666667,7.239442231,1.533333333,1.060098827,0.333333333,0.6172134,0,0
618,Huppert,1,1.133893419,0.066666667,0.25819889,0.133333333,0.351865775,4.466666667,4.155317878,3,3,0.266666667,0.59361684,0.133333333,0.351865775,0,0
619,Ivers,0.733333333,1.486446706,1.2,1.740279124,0.066666667,0.25819889,9.866666667,11.23048572,8.733333333,10.37487808,1,1.253566341,0.066666667,0.25819889,0,0
620,Kohl,0.4,0.736788398,0.733333333,0.59361684,0.133333333,0.351865775,6.8,6.493953231,7.2,7.073087828,0.333333333,0.6172134,0,0,0,0
621,Lacy,0.4,0.632455532,0.333333333,0.6172134,0.466666667,0.639940473,1.8,2.077085871,1.266666667,2.086236073,0.266666667,0.457737708,0.066666667,0.25819889,0,0
622,Leggio,0.866666667,1.125462868,1.466666667,1.641718032,0.6,0.828078671,25.13333333,22.52575246,27.2,22.97576363,0.533333333,0.833809388,0.2,0.774596669,0.066666667,0.25819889
623,Milardov,1.133333333,1.35576371,2.133333333,1.846489591,1.466666667,1.552264091,18.66666667,13.74079779,16.6,12.17022127,1.4,1.45405836,0.2,0.414039336,0,0
624,Okita,1.2,1.656157342,1.6,1.594633859,0.133333333,0.351865775,25.6,14.86510776,28.53333333,16.13720929,1.133333333,1.125462868,0.2,0.414039336,0,0
625,Osborne,0.4,0.632455532,0.066666667,0.25819889,0.066666667,0.25819889,1,1.362770288,0.6,0.828078671,0.066666667,0.25819889,0,0,0,0
626,Page,0.333333333,0.6172134,0,0,0.533333333,0.915475416,3.333333333,3.829708431,2.6,3.224903099,0.466666667,0.639940473,0.133333333,0.351865775,0,0
627,Parisi,0.4,0.736788398,0.2,0.414039336,0.2,0.414039336,7.066666667,4.589843861,6.066666667,3.731462116,0.733333333,0.883715102,0.066666667,0.25819889,0,0
628,Purdy,0.266666667,0.59361684,0.533333333,0.915475416,0.466666667,0.639940473,3,4.65985898,3.066666667,4.283967898,0,0,0.2,0.414039336,0,0
629,Radlauer,1.133333333,1.302013093,0.866666667,1.125462868,0.733333333,0.961150105,11.2,6.014268748,9.2,5.12974519,0.666666667,1.046536237,0.133333333,0.351865775,0,0
630,Ritchie,0.133333333,0.351865775,0,0,0.066666667,0.25819889,1.466666667,2.559761894,1.066666667,2.250925735,0.2,0.774596669,0.066666667,0.25819889,0,0
631,Rubin,0.333333333,0.487950036,0.4,0.632455532,0.466666667,0.639940473,7.4,2.922816645,7.266666667,2.987274598,0.6,0.985610761,0.2,0.414039336,0,0
632,Slader,0.933333333,1.334523279,0.533333333,0.639940473,0.533333333,0.915475416,8.4,7.697866124,9.666666667,8.269277621,0.8,0.941123948,0.2,0.414039336,0,0
633,Slaughte,0.066666667,0.25819889,0,0,0,0,0.933333333,2.016597795,1.2,2.833473386,0,0,0.066666667,0.25819889,0,0
634,Smith,0.333333333,0.899735411,0.066666667,0.25819889,0.2,0.414039336,0.933333333,1.437590577,0.6,0.985610761,0,0,0,0,0,0
635,Tran,1.466666667,0.990430402,2.2,1.424279266,0.266666667,0.457737708,30.93333333,12.02061721,36.06666667,13.26362731,1.533333333,0.990430402,0.2,0.414039336,0,0
636,Turner,0.666666667,0.975900073,0.666666667,0.975900073,1,1.253566341,18.73333333,16.51175627,20.2,16.60980777,1.533333333,1.684664726,0.133333333,0.351865775,0,0
637,A-Grande,0.214285714,0.425815314,0.285714286,0.825420306,0.214285714,0.425815314,2.642857143,3.248837493,2.357142857,3.128212634,0.071428571,0.267261242,0.285714286,0.611249846,0,0
638,A-Max,0.142857143,0.534522484,0.285714286,0.825420306,0,0,2.214285714,5.071467265,1.857142857,4.035556255,0.214285714,0.578934224,0.142857143,0.36313652,0,0
639,A-Pan,0.285714286,0.611249846,0.285714286,0.468807231,0.214285714,0.425815314,6.285714286,6.119685405,7,6.804975555,0.5,0.650443636,0.214285714,0.578934224,0,0
640,Andrew,0.928571429,1.141138818,0.428571429,0.646206173,0.214285714,0.425815314,7.142857143,5.461151511,5.857142857,4.503966506,0.428571429,0.513552591,0.357142857,0.633323694,0,0
641,Antoine,2.571428571,1.869359648,2.285714286,2.672612419,0.785714286,0.801783726,17.28571429,11.08310267,15,11.8969938,2.142857143,1.791309914,0.642857143,0.928782732,0,0
642,Ben,0.071428571,0.267261242,0.214285714,0.801783726,0.214285714,0.425815314,4.428571429,7.002354392,4.642857143,7.499816848,0.571428571,0.851630627,0,0,0,0
643,Brandon,0.142857143,0.36313652,0.285714286,0.825420306,0.142857143,0.534522484,3.857142857,7.145274316,3.785714286,7.318875191,0.285714286,0.468807231,0,0,0,0
644,Byron,0.5,0.940539943,1.142857143,2.143223412,0.5,0.854850414,8.5,11.63383659,7.357142857,10.3819899,0.785714286,1.188313053,0,0,0,0
645,Cameron,0.071428571,0.267261242,0,0,0.214285714,0.578934224,2.285714286,4.286446824,2.214285714,3.906179944,0.142857143,0.36313652,0.071428571,0.267261242,0,0
646,Cody,0.214285714,0.425815314,0.714285714,0.994490316,0.214285714,0.425815314,6.642857143,11.43279455,9.714285714,12.88068662,1.5,1.698415551,0.071428571,0.267261242,0,0
647,Cullen,0.5,0.759554525,0,0,0.5,0.759554525,4,3.530090432,3.142857143,2.797172827,0.214285714,0.578934224,0.285714286,0.611249846,0,0
648,DaDa,0,0,0.071428571,0.267261242,0,0,2.5,6.711070074,2.714285714,7.172903837,0.214285714,0.578934224,0,0,0,0
649,Devon,0.285714286,0.611249846,0.142857143,0.36313652,0.428571429,0.937614462,1.857142857,2.315736894,1.428571429,1.785164751,0.071428571,0.267261242,0.142857143,0.36313652,0,0
650,Eli,1.928571429,1.491735474,3.857142857,3.324897751,0.571428571,0.755928946,38.64285714,22.96354014,43.92857143,26.12238735,2.928571429,2.268997939,0.214285714,0.425815314,0,0
651,Ellen,0,0,0,0,0.071428571,0.267261242,0.071428571,0.267261242,0,0,0.071428571,0.267261242,0,0,0,0
652,Elliott,1,1.358732441,2.642857143,2.590133435,0.571428571,0.937614462,33.07142857,27.40427896,35.42857143,28.96872129,1.714285714,2.016416144,0.142857143,0.36313652,0,0
653,Gina,0.142857143,0.36313652,0,0,0,0,0.928571429,2.673640149,1,3.210559501,0,0,0.285714286,0.611249846,0,0
654,Greenwoo,0.142857143,0.534522484,0.071428571,0.267261242,0,0,0.857142857,3.207134903,0.571428571,2.138089935,0.142857143,0.534522484,0,0,0,0
655,Greg,1.357142857,1.691933025,0.785714286,1.188313053,0.5,0.759554525,6.5,8.05509872,3.928571429,5.298247689,1.142857143,1.561909229,0.071428571,0.267261242,0,0
656,Hunter,0.071428571,0.267261242,0.142857143,0.534522484,0.142857143,0.534522484,0.5,1.400549343,0.5,1.400549343,0,0,0.071428571,0.267261242,0,0
657,Jack,0,0,0,0,0.071428571,0.267261242,0.071428571,0.267261242,0.071428571,0.267261242,0,0,0,0,0,0
658,Jacob,1.571428571,1.785164751,0.571428571,1.089409559,1.142857143,1.406421693,7.071428571,7.395053292,5.142857143,5.57269639,0.5,0.759554525,0.285714286,0.611249846,0,0
659,Jordan,1.071428571,0.997248963,1,0.960768923,1.071428571,0.997248963,10.64285714,8.57193222,11.78571429,9.12459543,1.714285714,2.054210364,0.214285714,0.425815314,0,0
660,Joshua,0.5,1.091928428,0,0,0.071428571,0.267261242,1.785714286,2.423556555,1.071428571,1.730463954,0.142857143,0.36313652,0.142857143,0.36313652,0,0
661,Kawaoka,0,0,0,0,0,0,0.357142857,1.33630621,0.642857143,2.405351177,0.071428571,0.267261242,0,0,0,0
662,Kobe,0,0,0,0,0.071428571,0.267261242,0,0,0,0,0,0,0,0,0,0
663,Lexa,0.071428571,0.267261242,0.071428571,0.267261242,0,0,0.642857143,1.645840578,0.571428571,1.504571787,0,0,0.071428571,0.267261242,0,0
664,Lior,3.571428571,3.523859024,1.714285714,1.38278267,1,1.109400392,22.78571429,14.82813631,21,14.30975998,1.571428571,1.398586414,0.142857143,0.36313652,0,0
665,Marcelo,2.428571429,1.554857684,3.428571429,2.138089935,0.714285714,0.913873533,27.35714286,13.92069374,23.07142857,11.82867627,2.214285714,1.672334684,0.214285714,0.578934224,0,0
666,Max,0,0,0.071428571,0.267261242,0.071428571,0.267261242,0.357142857,1.33630621,0.357142857,1.33630621,0,0,0,0,0,0
667,Natasha,0,0,0,0,0,0,0.785714286,2.939873661,1,3.741657387,0,0,0,0,0,0
668,Nolan,0.214285714,0.425815314,0.428571429,0.755928946,0.142857143,0.36313652,2.642857143,4.253634516,2.142857143,3.697340892,0.142857143,0.36313652,0.071428571,0.267261242,0,0
669,Phil,0,0,0.142857143,0.534522484,0.214285714,0.578934224,1,1.519109051,1,1.797434069,0.071428571,0.267261242,0.071428571,0.267261242,0,0
670,Raj,0.071428571,0.267261242,0.142857143,0.36313652,0.071428571,0.267261242,2.071428571,2.973324628,1.928571429,2.921124276,0.071428571,0.267261242,0.142857143,0.36313652,0,0
671,Robot,0.142857143,0.36313652,0.142857143,0.36313652,0.357142857,0.841897386,3.071428571,5.525664397,3.214285714,6.996466926,0.357142857,0.633323694,0.071428571,0.267261242,0,0
672,Sam,0.571428571,0.755928946,0.571428571,0.937614462,0.142857143,0.36313652,16.5,16.00360536,21.78571429,19.2880137,0.642857143,1.150728389,0.142857143,0.36313652,0,0
673,Schlag,0.071428571,0.267261242,0.214285714,0.801783726,0,0,3.428571429,12.82853961,4,14.96662955,0.214285714,0.801783726,0,0,0,0
674,Skylohr,1.071428571,2.092634913,0.071428571,0.267261242,0.428571429,0.513552591,3.642857143,5.138199967,2.214285714,3.19081787,0.142857143,0.36313652,0,0,0,0
675,Tommy,0,0,0,0,0.071428571,0.267261242,0.571428571,0.937614462,0.5,0.940539943,0,0,0.071428571,0.267261242,0,0
676,Vincenzo,1,1.414213562,0.642857143,1.215739272,0.428571429,0.646206173,5.714285714,6.741702267,6.285714286,8.668497975,0.571428571,0.646206173,0.071428571,0.267261242,0,0
677,Xander,0.071428571,0.267261242,0.071428571,0.267261242,0.071428571,0.267261242,0.714285714,2.672612419,0.571428571,2.138089935,0,0,0,0,0,0
678,Adams T,0.071428571,0.267261242,0,0,0.071428571,0.267261242,1.357142857,1.549547967,1.142857143,1.406421693,0.142857143,0.36313652,0.071428571,0.267261242,0,0
679,Chang,1.214285714,1.188313053,1.642857143,1.215739272,0.142857143,0.534522484,32.07142857,18.30705743,34.42857143,19.51612464,1.5,1.60527975,0.285714286,0.468807231,0,0
680,Checho,0.142857143,0.36313652,0.142857143,0.36313652,0.357142857,0.633323694,1.5,2.710378912,1.071428571,2.129076568,0.285714286,0.611249846,0,0,0,0
681,Condit,0.285714286,0.611249846,0.5,0.854850414,0.214285714,0.425815314,2.214285714,1.888368096,1.5,1.652503928,0.285714286,0.611249846,0,0,0,0
682,Crawford,1.5,1.344504484,1.642857143,1.392681026,0.785714286,1.311403912,17.71428571,11.35055791,15.71428571,9.90282455,1.142857143,1.099450412,0.214285714,0.425815314,0,0
683,Earley,0.285714286,0.825420306,0.142857143,0.534522484,0.071428571,0.267261242,2,5.144077999,1.5,4.052539565,0.214285714,0.578934224,0.142857143,0.36313652,0,0
684,Falat,2.571428571,1.988980632,2.357142857,2.239750771,1,1.109400392,24.28571429,12.38130459,21.5,11.16140328,1.285714286,1.069044968,0.5,0.854850414,0,0
685,Fein,1.428571429,1.452546078,0.5,0.854850414,1.642857143,1.081817762,7.5,5.5987636,6,4.385290097,0.428571429,0.513552591,0.214285714,0.578934224,0.071428571,0.267261242
686,Hammer D,0.285714286,0.468807231,0.428571429,0.646206173,0.285714286,0.611249846,4.214285714,3.945368686,3.5,3.632121652,0.357142857,0.744946344,0.214285714,0.801783726,0,0
687,Hernande,0,0,0,0,0,0,0.714285714,2.672612419,0.642857143,2.405351177,0.071428571,0.267261242,0.071428571,0.267261242,0,0
688,Hirning,0,0,0.142857143,0.36313652,0.5,1.160238702,1.142857143,3.231030863,1.142857143,3.231030863,0.071428571,0.267261242,0,0,0,0
689,Jaffe,0.071428571,0.267261242,0.714285714,0.994490316,0.285714286,0.468807231,7.857142857,6.848437698,10.35714286,8.326114089,0.714285714,0.913873533,0.142857143,0.36313652,0,0
690,Josh K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,Kharrazi,0.285714286,0.611249846,0.642857143,0.841897386,0.357142857,0.633323694,7.642857143,4.413391211,8.857142857,5.230930831,0.928571429,1.071611706,0.071428571,0.267261242,0,0
692,Kunz S,0.142857143,0.534522484,0.142857143,0.534522484,0.642857143,1.645840578,1.285714286,3.291681156,1.142857143,3.009143575,0.071428571,0.267261242,0,0,0,0
693,Lassett,0.071428571,0.267261242,0.428571429,0.755928946,0.071428571,0.267261242,6,8.375789285,7.357142857,10.54373414,1,1.754116039,0.071428571,0.267261242,0,0
694,Levinsky,0.285714286,0.825420306,0.071428571,0.267261242,0.428571429,0.851630627,2.071428571,3.292515655,1.785714286,2.48622579,0.142857143,0.36313652,0.071428571,0.267261242,0,0
695,Lin M,0.714285714,1.266647388,1.214285714,1.761929512,0.5,0.940539943,12.14285714,13.62044359,11.42857143,12.4635733,1.285714286,1.772810521,0.142857143,0.36313652,0,0
696,Moore,1.357142857,0.841897386,0.285714286,0.611249846,0.928571429,0.916874768,6.071428571,3.852357634,4.571428571,3.344669369,0.285714286,0.611249846,0.142857143,0.36313652,0,0
697,Morris A,0.642857143,1.008208072,0.357142857,0.633323694,0.285714286,0.611249846,4.428571429,4.127101529,3.642857143,3.712911834,0.285714286,0.611249846,0.214285714,0.425815314,0,0
698,Murphy N,0.785714286,1.4769288,0.285714286,0.825420306,0,0,4,6.445033866,2.857142857,4.655140134,0.285714286,0.611249846,0.071428571,0.267261242,0,0
699,Newlin,0.142857143,0.36313652,0.285714286,0.611249846,0.642857143,1.008208072,2.714285714,3.338091842,2.357142857,3.053551346,0.5,0.940539943,0,0,0,0
700,Norden,0.928571429,1.491735474,2.571428571,2.979785375,0.214285714,0.425815314,23.57142857,20.33456431,26.42857143,21.83403936,2.142857143,2.315736894,0.071428571,0.267261242,0,0
701,Richmond,0.285714286,0.468807231,0.071428571,0.267261242,0.071428571,0.267261242,1.428571429,2.344036155,1.142857143,2.070196678,0.142857143,0.36313652,0.071428571,0.267261242,0,0
702,Roach,0.214285714,0.578934224,0.071428571,0.267261242,0.071428571,0.267261242,1.285714286,2.127785827,0.857142857,1.460091823,0.214285714,0.425815314,0.071428571,0.267261242,0,0
703,Sabin Z,2.285714286,2.091321681,1.714285714,1.728875643,0.642857143,0.744946344,14.71428571,8.250208123,11.42857143,6.583362313,1,1.109400392,0.357142857,0.497245158,0,0
704,Shi A,0.285714286,0.611249846,0.142857143,0.36313652,0.142857143,0.36313652,3.571428571,4.910182289,3.357142857,4.749204676,0.428571429,0.755928946,0,0,0,0
705,Stearns,2.357142857,2.373155733,1.571428571,1.554857684,0.5,0.854850414,17.64285714,12.46291201,13.35714286,9.731844183,1.857142857,1.833749537,0.428571429,0.513552591,0,0
706,Surmani,1,1.300887271,0.357142857,0.744946344,0,0,6.357142857,9.612549032,6.642857143,12.31388924,0.5,0.759554525,0,0,0,0
707,Thompson,1.071428571,1.384768001,0.642857143,1.905746083,0.142857143,0.36313652,6.714285714,9.562978064,4.928571429,7.226705662,0.714285714,1.266647388,0.071428571,0.267261242,0,0
708,Tien,0.071428571,0.267261242,0,0,0,0,1.071428571,2.730575755,0.785714286,2.006856379,0.142857143,0.36313652,0.071428571,0.267261242,0,0
709,Tozer,0.071428571,0.267261242,0.071428571,0.267261242,0.142857143,0.36313652,0.571428571,1.222499691,0.357142857,0.928782732,0.142857143,0.36313652,0.071428571,0.267261242,0,0
710,Yeager,0.071428571,0.267261242,0.214285714,0.425815314,0,0,2.714285714,4.084277008,3.5,5.140338211,0.214285714,0.425815314,0,0,0,0
711,Yeagle R,0.071428571,0.267261242,0,0,0.142857143,0.36313652,0.428571429,1.342459609,0.428571429,1.342459609,0,0,0.071428571,0.267261242,0,0
712,Young L,0.785714286,0.801783726,0.857142857,1.027105182,0.142857143,0.36313652,19.21428571,11.89814835,23.14285714,13.64865247,0.857142857,1.027105182,0.071428571,0.267261242,0,0
713,Zaccaro,1.214285714,0.974961256,2.785714286,2.293085641,0.571428571,0.937614462,33,16.82946135,41.85714286,18.23292518,2.071428571,1.071611706,0.071428571,0.267261242,0,0
714,Adam Cho,0.285714286,0.468807231,0.5,1.019049331,0.071428571,0.267261242,2.285714286,3.729891139,2.214285714,4.022600985,0.142857143,0.36313652,0.071428571,0.267261242,0,0
715,Aldous R,0.714285714,1.138728807,1,1.414213562,0.571428571,0.937614462,10.14285714,12.40258746,9.071428571,11.20071623,0.714285714,0.994490316,0.071428571,0.267261242,0,0
716,Alex D,1.142857143,1.292412345,0.857142857,1.027105182,0.714285714,0.913873533,20.71428571,17.18419923,25.78571429,22.06695605,1.642857143,2.023216892,0.214285714,0.425815314,0,0
717,AlexD,0,0,0.071428571,0.267261242,0,0,1.928571429,7.216053532,2.428571429,9.086882225,0.071428571,0.267261242,0.142857143,0.534522484,0,0
718,Ben Mill,0,0,0,0,0,0,0.285714286,1.069044968,0.285714286,1.069044968,0,0,0,0,0,0
719,Brad H,2,2.353393622,1.928571429,2.092634913,0.571428571,0.755928946,18.14285714,17.74111757,17.57142857,18.48789328,1.285714286,1.728875643,0.357142857,0.744946344,0,0
720,BradH,0.142857143,0.534522484,0.214285714,0.801783726,0,0,2.071428571,7.750576015,1.714285714,6.414269806,0.142857143,0.534522484,0,0,0,0
721,Bryant S,0.214285714,0.578934224,0.071428571,0.267261242,0.142857143,0.36313652,1.285714286,2.233609408,0.857142857,1.610405723,0.142857143,0.36313652,0,0,0,0
722,Cam Bail,1.642857143,2.239750771,0.714285714,1.069044968,0.214285714,0.425815314,14.85714286,14.46405169,13.21428571,13.43461987,1.071428571,1.328057327,0.071428571,0.267261242,0,0
723,Cam Bak,0.285714286,0.468807231,0.142857143,0.36313652,0.142857143,0.36313652,0.928571429,1.268814451,0.357142857,0.744946344,0.214285714,0.425815314,0,0,0,0
724,CamBail,0.428571429,1.603567451,0,0,0.142857143,0.534522484,1.857142857,6.94879229,1.357142857,5.077963596,0.142857143,0.534522484,0,0,0.071428571,0.267261242
725,CamBak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,Charli E,0,0,0.142857143,0.534522484,0,0,0.428571429,1.342459609,0.428571429,1.342459609,0,0,0,0,0,0
727,CharliE,0,0,0,0,0,0,0.428571429,1.603567451,0.428571429,1.603567451,0,0,0,0,0,0
728,Dennis C,0,0,0.642857143,1.081817762,0.142857143,0.36313652,4.5,5.906319953,5.214285714,6.553666871,0.285714286,0.611249846,0.071428571,0.267261242,0,0
729,Derek M,0,0,0.071428571,0.267261242,0.214285714,0.801783726,1.785714286,3.745326758,2.428571429,5.373929743,0,0,0,0,0,0
730,Eddie H,0.428571429,0.646206173,0.928571429,0.997248963,0.285714286,0.468807231,10.14285714,12.29044121,11.5,13.46648261,1.214285714,1.847183779,0.142857143,0.36313652,0,0
731,EddieH,0,0,0,0,0.071428571,0.267261242,0.428571429,1.603567451,0.571428571,2.138089935,0.214285714,0.801783726,0,0,0,0
732,Hai Tran,0,0,0,0,0,0,0.071428571,0.267261242,0.071428571,0.267261242,0,0,0,0,0,0
733,Henry S,0.214285714,0.425815314,0.285714286,0.468807231,0.357142857,0.497245158,3,2.908872369,2.785714286,2.577374079,0.428571429,0.646206173,0,0,0,0
734,HenryS,0.071428571,0.267261242,0,0,0.071428571,0.267261242,0.214285714,0.801783726,0.214285714,0.801783726,0.071428571,0.267261242,0,0,0,0
735,John D,0.5,0.650443636,0.142857143,0.36313652,0.428571429,0.851630627,1.285714286,1.637473261,0.714285714,1.38278267,0.142857143,0.36313652,0.214285714,0.425815314,0,0
736,John Q,0.428571429,0.755928946,0.142857143,0.36313652,0.571428571,1.016349858,1.5,1.698415551,1.214285714,1.42389344,0,0,0.071428571,0.267261242,0,0
737,John R,0.571428571,0.851630627,0.714285714,1.857565463,0.285714286,0.611249846,7,10.81309747,6.785714286,11.10217284,0.428571429,0.937614462,0.071428571,0.267261242,0,0
738,JohnD,0,0,0,0,0,0,0.142857143,0.534522484,0,0,0.142857143,0.534522484,0,0,0,0
739,JohnQ,0,0,0.071428571,0.267261242,0,0,0.214285714,0.801783726,0.214285714,0.801783726,0,0,0,0,0,0
740,Kodi S,1.428571429,1.398586414,2.785714286,1.928673176,0.214285714,0.425815314,33.28571429,21.37370265,34.78571429,23.53451989,3.071428571,2.525692158,0.428571429,0.755928946,0,0
741,KodiS,0.214285714,0.801783726,0,0,0.071428571,0.267261242,1.428571429,5.345224838,1.142857143,4.276179871,0.142857143,0.534522484,0,0,0,0
