id,name,goals_avg,goals_sd,assists_avg,assists_sd,blocks_avg,blocks_sd,catches_avg,catches_sd,completions_avg,completions_sd,throwaways_avg,throwaways_sd,drops_avg,drops_sd,callahans_avg,callahans_sd
418,Javier Ortiz (Nashville),0.5,0.674199862,0.333333333,0.651338947,0.25,0.452267017,4.583333333,4.077841081,3.916666667,3.449857265,0.416666667,0.668557923,0.25,0.452267017,0,0
419,Ben Parris (Nashville),2.333333333,1.66969422,0.833333333,1.114640858,0.25,0.621581561,9.333333333,5.789227195,6.5,4.078769868,0.5,0.797724035,0.25,0.621581561,0,0
420,Xavier Payne (Nashville),0.166666667,0.389249472,1.25,1.138180366,0.416666667,0.514928651,13.16666667,8.288363511,17.33333333,9.957485383,2.833333333,3.12855858,0.083333333,0.288675135,0,0
421,Zach Petty (Nashville),0.166666667,0.577350269,0,0,0,0,1.083333333,2.065224326,1.083333333,2.065224326,0.166666667,0.577350269,0,0,0,0
422,Phil Dougherty (Nashville),0.583333333,0.900336637,1.083333333,1.505042031,1.25,1.138180366,7.583333333,3.476108936,9.25,5.15443322,0.75,1.138180366,0.083333333,0.288675135,0,0
423,Stephen Poulos (Nashville),0.333333333,0.651338947,4.666666667,2.806917861,0.25,0.452267017,26.83333333,17.2248939,32.08333333,17.95680845,3.833333333,2.622744341,0.083333333,0.288675135,0,0
424,Matt Russnogle (Nashville),0.166666667,0.389249472,0,0,0,0,1.083333333,1.729862492,0.666666667,1.23091491,0.166666667,0.389249472,0,0,0,0
425,Justin Schroeder (Nashville),1.083333333,0.900336637,1.416666667,1.240112409,0.5,0.904534034,12.41666667,7.763063282,10.5,8.795660087,1.083333333,1.378954369,0.583333333,0.900336637,0,0
426,Seay,0.083333333,0.288675135,0,0,0.25,0.621581561,0.416666667,1.164500153,0.333333333,1.154700538,0,0,0.083333333,0.288675135,0,0
427,Cameron Snook,0.083333333,0.288675135,0,0,0.083333333,0.288675135,1,1.758098146,0.833333333,1.585922922,0,0,0.083333333,0.288675135,0,0
428,Stroble,0.25,0.621581561,0.333333333,0.651338947,0.166666667,0.389249472,13.41666667,19.51436922,14.33333333,21.6473107,0.833333333,1.527525232,0.166666667,0.389249472,0,0
429,Sullivan Wilkes (Nashville),0.166666667,0.389249472,0.333333333,0.492365964,0.416666667,0.668557923,2.416666667,2.314316445,1.916666667,1.831955405,0.333333333,0.651338947,0.166666667,0.389249472,0,0
430,Garrett Wilson (Nashville),0.083333333,0.288675135,0.083333333,0.288675135,0.083333333,0.288675135,2.083333333,2.503028469,2.416666667,2.778434266,0.166666667,0.577350269,0.083333333,0.288675135,0,0
431,Jake Wright (Nashville),0.416666667,0.900336637,0.333333333,0.492365964,0.083333333,0.288675135,4.083333333,7.229464124,3.916666667,7.890827049,0.333333333,0.492365964,0.083333333,0.288675135,0,0
432,Alladi S,0,0,0.235294118,0.562295715,0.117647059,0.332105582,1.176470588,1.944070926,2.058823529,3.34422241,0.294117647,0.771743633,0,0,0,0
433,Alorro J,1.235294118,1.521898969,2.470588235,1.545867356,0.705882353,0.848874688,28.05882353,11.00835244,33.70588235,11.37302019,2.176470588,1.286239389,0.235294118,0.437237316,0,0
434,Aulett M,0.647058824,0.996316746,0.941176471,1.29762226,0.176470588,0.392952624,8.352941176,6.112908232,11.11764706,7.149146391,0.588235294,0.870260272,0.058823529,0.242535625,0,0
435,Babbit J,1.588235294,1.66052791,0.529411765,0.717430054,1.352941176,1.538716042,10,6.490377493,8.176470588,5.210989519,0.647058824,1.114740803,0.235294118,0.437237316,0,0
436,Brownl M,1.529411765,1.58578242,0.941176471,0.96634545,0.705882353,0.771743633,8.647058824,6.051251694,6.294117647,4.959393938,0.941176471,1.248528546,0.117647059,0.48507125,0,0
437,Doyle L,0.058823529,0.242535625,0,0,0,0,0.294117647,1.212678125,0.705882353,2.257340966,0,0,0,0,0,0
438,Drost M,1.117647059,0.992619825,0.647058824,0.996316746,1.470588235,1.23073388,10.23529412,6.787206824,8.705882353,6.351817711,0.470588235,0.624264273,0.058823529,0.242535625,0.058823529,0.242535625
439,Drost R,1,1.274754878,0.352941176,0.70188821,1,1.224744871,5.941176471,4.492641042,5.058823529,3.976031128,0.235294118,0.437237316,0,0,0,0
440,Garvey H,0.294117647,0.771743633,3.176470588,1.975958442,0.176470588,0.392952624,38,16.19027486,40.29411765,16.71737384,2.882352941,1.615640467,0.176470588,0.52859414,0,0
441,Holmes R,0.058823529,0.242535625,0.411764706,0.618346942,0.470588235,0.717430054,1.705882353,2.28486066,1.235294118,1.562426469,0.470588235,0.799816155,0.058823529,0.242535625,0,0
442,Isik A,0.117647059,0.48507125,0.117647059,0.48507125,0.058823529,0.242535625,2.117647059,3.568654385,2.941176471,4.629667756,0.352941176,1.221739358,0,0,0,0
443,Jagt B,3.235294118,2.047236301,3.882352941,2.689850204,0.823529412,0.95100566,24.52941176,9.8369053,19.23529412,8.197022415,2.176470588,1.50977209,0.411764706,0.795206226,0,0
444,Kalmak P,0,0,0.235294118,0.437237316,0.117647059,0.332105582,1.352941176,1.966633433,2.294117647,2.974153364,0.235294118,0.562295715,0.058823529,0.242535625,0,0
445,Katz B,2.294117647,1.490163828,2.294117647,2.143732314,1,0.935414347,22.29411765,10.77476627,24.41176471,14.08038895,1.411764706,1.325651893,0.058823529,0.242535625,0,0
446,Kittre B,1.294117647,1.311711948,1.058823529,1.197423705,0.705882353,0.771743633,19.82352941,11.96471528,18.29411765,11.74076608,0.764705882,0.752446989,0.117647059,0.332105582,0,0
447,Kline C,1.235294118,1.032558217,0.823529412,1.074435556,0.058823529,0.242535625,6.705882353,5.022010378,4.764705882,4.100753159,0.588235294,0.870260272,0.176470588,0.392952624,0,0
448,Komino T,0,0,0,0,0,0,0.176470588,0.727606875,0.117647059,0.48507125,0.058823529,0.242535625,0.117647059,0.48507125,0,0
449,LeMar M,0.647058824,0.785905248,1.058823529,1.028991511,0.470588235,0.514495755,9.117647059,4.59459401,10.23529412,4.630461799,0.882352941,0.857492926,0.117647059,0.332105582,0,0
450,Lee E,0,0,0.058823529,0.242535625,0.058823529,0.242535625,5.588235294,6.892557794,8.470588235,10.65432804,0.117647059,0.48507125,0.058823529,0.242535625,0,0
451,Mieser J,2.235294118,1.480262298,1.058823529,1.028991511,0.764705882,0.752446989,19.47058824,8.155654841,15.76470588,6.860479318,1.294117647,1.263165957,0.294117647,0.587867532,0,0
452,Ouelle J,0.235294118,0.664211164,0.117647059,0.332105582,0.176470588,0.52859414,0.941176471,2.486729485,0.647058824,1.800735144,0.058823529,0.242535625,0,0,0,0
453,Price J,0.058823529,0.242535625,0.235294118,0.562295715,0.176470588,0.392952624,2.647058824,3.371594142,2.647058824,3.408466966,0.117647059,0.48507125,0,0,0,0
454,Saffa R,0,0,0,0,0.176470588,0.392952624,0.176470588,0.52859414,0.176470588,0.52859414,0,0,0.058823529,0.242535625,0,0
455,Spielm B,0.294117647,0.469668218,0.176470588,0.392952624,0.529411765,0.799816155,3.176470588,3.521989745,3.117647059,3.425681555,0,0,0.058823529,0.242535625,0,0
456,Stanto T,0.352941176,0.861769725,0.117647059,0.48507125,0.352941176,0.606339063,1.411764706,2.319989858,0.941176471,1.519481336,0.058823529,0.242535625,0,0,0,0
457,Steven M,2.352941176,1.538716042,0.470588235,0.717430054,0.117647059,0.332105582,9.058823529,4.322478864,6.588235294,3.675235087,0.058823529,0.242535625,0.058823529,0.242535625,0,0
458,To Nori,0.058823529,0.242535625,0.058823529,0.242535625,0,0,0.470588235,1.328422328,0.294117647,0.848874688,0.058823529,0.242535625,0,0,0,0
459,Ward R,0.529411765,0.943242218,0.235294118,0.664211164,0.294117647,0.587867532,2.235294118,2.905370281,1.647058824,2.089891638,0.117647059,0.332105582,0.117647059,0.332105582,0,0
460,Weintr M,0.176470588,0.392952624,0.941176471,1.028991511,0.117647059,0.332105582,7.823529412,6.793703833,10.52941176,8.471405189,0.294117647,0.587867532,0,0,0,0
461,Weng F,0.117647059,0.332105582,0.058823529,0.242535625,0.176470588,0.52859414,1.588235294,2.785202496,1.470588235,2.624824924,0.117647059,0.332105582,0,0,0,0
462,Ye R,0.058823529,0.242535625,0,0,0,0,0.235294118,0.752446989,0.235294118,0.562295715,0.058823529,0.242535625,0.058823529,0.242535625,0,0
463,Zalk A,0.058823529,0.242535625,0.117647059,0.332105582,0.058823529,0.242535625,0.588235294,1.66052791,0.529411765,1.504893977,0,0,0,0,0,0
464,Adam O'D,0.642857143,0.928782732,0.714285714,0.994490316,0.214285714,0.578934224,8.642857143,7.196229171,7.428571429,6.357482396,0.285714286,0.468807231,0.214285714,0.425815314,0,0
465,Aidan H,0.142857143,0.36313652,0.142857143,0.36313652,0.357142857,0.633323694,1.5,1.951330907,1.285714286,1.772810521,0,0,0.071428571,0.267261242,0,0
466,Alec A,3.642857143,2.871803048,1.5,1.160238702,0.928571429,0.997248963,16.57142857,7.154496012,11.85714286,5.586482902,1.071428571,1.206666464,0.285714286,0.611249846,0,0
467,Andy O,0.571428571,0.755928946,0.571428571,0.646206173,0.5,0.759554525,8.428571429,5.611996569,7.142857143,4.801556524,0.642857143,0.744946344,0,0,0,0
468,Ben,0.071428571,0.267261242,0.142857143,0.534522484,0.071428571,0.267261242,0.357142857,1.33630621,0.285714286,1.069044968,0.071428571,0.267261242,0.071428571,0.267261242,0,0
469,Bryce R,0.642857143,0.744946344,1.214285714,0.974961256,0.357142857,0.633323694,13.14285714,9.313820524,21.5,13.00147921,1.071428571,0.997248963,0.142857143,0.36313652,0,0
470,Carson T,0.285714286,0.468807231,0.285714286,0.611249846,0.357142857,0.633323694,3.642857143,3.607836404,4.357142857,4.732979918,0.714285714,1.325987088,0.071428571,0.267261242,0,0
471,Colin F,0,0,0,0,0,0,1.071428571,1.542439911,1.214285714,1.577659973,0.071428571,0.267261242,0.071428571,0.267261242,0,0
472,David C,0.142857143,0.534522484,0.071428571,0.267261242,0,0,0.571428571,1.504571787,0.428571429,1.089409559,0,0,0.071428571,0.267261242,0,0
473,Derek A,0.642857143,0.633323694,4.714285714,1.637473261,0.357142857,0.497245158,39.14285714,5.933699622,43.07142857,5.483742205,2.785714286,1.968153036,0.428571429,0.513552591,0,0
474,Erik H,0.642857143,1.150728389,0.428571429,0.646206173,0.071428571,0.267261242,4.142857143,3.958576723,4.214285714,4.370857537,0.571428571,0.755928946,0.142857143,0.36313652,0,0
475,EtienneB,0,0,0,0,0.071428571,0.267261242,0.285714286,0.726273039,0.214285714,0.578934224,0,0,0,0,0,0
476,Geoff B,0.357142857,0.633323694,1.214285714,1.311403912,0.357142857,0.633323694,5.571428571,4.273609278,6.142857143,4.312007258,1.214285714,1.121713759,0,0,0,0
477,Greg E,2.285714286,1.772810521,1.642857143,1.736802671,0.5,0.854850414,18.5,9.460443964,18.71428571,9.3679369,2.071428571,2.129076568,0.428571429,0.646206173,0,0
478,JeremyH,0.857142857,1.875228924,0.571428571,1.157868447,0.357142857,0.633323694,5.5,7.219098601,4.214285714,5.191391861,0.5,0.940539943,0,0,0,0
479,Karl L,2.857142857,2.032699715,3,1.709700829,0.428571429,0.646206173,19.85714286,7.784176681,15.42857143,6.618322884,1.642857143,1.549547967,0.357142857,0.497245158,0,0
480,Ken A,1,1.037749043,0.928571429,1.639150142,0.142857143,0.36313652,8.857142857,7.357436247,11.5,9.501012092,0.928571429,1.268814451,0.428571429,0.646206173,0,0
481,Khalid A,0.714285714,0.825420306,0.214285714,0.578934224,0.714285714,0.994490316,4.285714286,1.857565463,3.642857143,1.984832597,0.285714286,0.468807231,0.142857143,0.36313652,0,0
482,Kinley G,0.142857143,0.534522484,0.142857143,0.36313652,0,0,1.714285714,3.604027052,2.5,6.098549638,0.357142857,0.744946344,0,0,0,0
483,Kyle C,0.357142857,0.744946344,0.142857143,0.534522484,0.428571429,0.755928946,3,1.709700829,3,1.414213562,0.285714286,0.468807231,0.071428571,0.267261242,0,0
484,Lance B,0,0,0,0,0,0,0.642857143,1.446860945,0.5,1.344504484,0.071428571,0.267261242,0.071428571,0.267261242,0,0
485,LaurentA,0.428571429,1.089409559,0.142857143,0.36313652,0,0,2.571428571,6.641527694,1.857142857,4.974661069,0.357142857,0.928782732,0.142857143,0.534522484,0,0
486,LaurentL,1.285714286,1.772810521,0.785714286,0.892582375,0.285714286,0.611249846,6.857142857,7.273314162,4.571428571,4.734720944,0.714285714,0.994490316,0.357142857,0.633323694,0,0
487,M Lee,0.571428571,1.157868447,0.285714286,0.611249846,0,0,3.071428571,5.823880357,2.357142857,4.550691289,0.142857143,0.36313652,0.071428571,0.267261242,0,0
488,Matt O'B,1.071428571,0.916874768,0.357142857,0.497245158,0.714285714,0.825420306,5.642857143,4.143709651,4.714285714,3.473605341,0.642857143,0.633323694,0.428571429,0.937614462,0,0
489,Nick B,1,0.960768923,1.928571429,1.774359504,1.071428571,1.384768001,12.64285714,5.665104288,15.92857143,7.26915809,1.857142857,1.167320591,0.285714286,0.611249846,0,0
490,PatrickK,0.071428571,0.267261242,0.214285714,0.801783726,0.285714286,0.611249846,1.5,2.821619829,1.285714286,2.49394872,0.142857143,0.36313652,0.071428571,0.267261242,0,0
491,PatrickM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Paul M,1.142857143,1.099450412,0.142857143,0.36313652,1.357142857,1.33630621,3.357142857,2.619663597,1.857142857,1.561909229,0.357142857,0.633323694,0.214285714,0.425815314,0,0
493,Paul R,0.928571429,0.730045912,0.571428571,0.646206173,1.214285714,0.974961256,9.214285714,2.913590738,8.357142857,2.817722563,0.571428571,0.755928946,0.5,0.650443636,0,0
494,Ryan W,0,0,0,0,0,0,0.214285714,0.801783726,0.214285714,0.801783726,0,0,0,0,0,0
495,Scott G,0.142857143,0.534522484,0,0,0.071428571,0.267261242,0.571428571,1.869359648,0.214285714,0.578934224,0.142857143,0.534522484,0,0,0,0
496,Tait B,0.071428571,0.267261242,0,0,0,0,0.071428571,0.267261242,0,0,0,0,0,0,0,0
497,Tyler S,0.214285714,0.425815314,0.785714286,1.121713759,0.357142857,0.633323694,7.428571429,5.91886535,8.071428571,7.021552378,1.357142857,1.150728389,0.071428571,0.267261242,0,0
498,A. Miche,0.142857143,0.36313652,0.071428571,0.267261242,0.142857143,0.36313652,1.285714286,2.016416144,0.928571429,1.439245834,0.214285714,0.425815314,0.142857143,0.36313652,0,0
499,Arcata,2.285714286,1.540657773,2.642857143,1.94569121,0.857142857,0.864437822,25.28571429,13.96935421,21.28571429,12.6151836,2.214285714,1.42389344,0.428571429,0.646206173,0,0
500,B. Dunn,0.142857143,0.36313652,0,0,0.285714286,0.726273039,0.857142857,2.476260918,0.5,1.160238702,0.214285714,0.801783726,0.071428571,0.267261242,0,0
501,Baer,0,0,0.142857143,0.36313652,0.142857143,0.36313652,2.857142857,5.789342235,3.5,7.046548528,0.5,1.019049331,0,0,0,0
502,Becker,0,0,0,0,0,0,0.071428571,0.267261242,0,0,0,0,0,0,0,0
503,Campy,0.142857143,0.36313652,0.142857143,0.36313652,0.142857143,0.36313652,1.928571429,2.017778127,1.5,1.652503928,0.5,0.650443636,0.142857143,0.534522484,0,0
504,Ciccoron,0.142857143,0.534522484,0.071428571,0.267261242,0.214285714,0.801783726,1,2.572039,1.214285714,3.238674264,0.071428571,0.267261242,0.071428571,0.267261242,0,0
505,Damiano,1.285714286,1.38278267,0.928571429,1.071611706,0.214285714,0.425815314,18,13.17923775,21.07142857,15.9781788,1.642857143,1.33630621,0.214285714,0.578934224,0,0
506,Davies,0.357142857,0.744946344,0.5,0.854850414,0.071428571,0.267261242,9.428571429,12.25821097,11.35714286,14.75756465,0.642857143,1.392681026,0.071428571,0.267261242,0,0
507,Digorgio,0.357142857,0.633323694,0.5,0.854850414,0.142857143,0.36313652,3.214285714,4.22772118,2.5,3.082207001,0.214285714,0.425815314,0,0,0,0
508,Dmitry S,0,0,0,0,0.142857143,0.534522484,1.214285714,2.636389472,1.571428571,3.155319945,0.071428571,0.267261242,0,0,0,0
509,Dylan S,0.071428571,0.267261242,0,0,0,0,1.285714286,2.812843386,1.5,3.156190498,0.142857143,0.36313652,0,0,0,0
510,E. Nard,0.857142857,1.167320591,0.714285714,0.994490316,1.285714286,1.138728807,6.071428571,4.028060914,4.928571429,3.197698348,0.571428571,0.937614462,0.142857143,0.534522484,0,0
511,E. Peck,1.357142857,1.598419549,2.571428571,2.533294775,0.5,0.854850414,22.64285714,18.63663531,22.57142857,18.38358083,2.571428571,2.820646018,0.428571429,0.755928946,0,0
512,Eckardt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Fortin,0.214285714,0.425815314,0.785714286,1.528124614,0.214285714,0.425815314,16.78571429,22.54287734,19.42857143,25.42171781,1.071428571,1.817195037,0.071428571,0.267261242,0,0
514,Igor,0.357142857,0.633323694,0.142857143,0.534522484,0.357142857,0.841897386,1.642857143,2.898464921,1.5,3.031881873,0.285714286,0.726273039,0,0,0,0
515,Katzenba,0.571428571,0.755928946,0.5,0.650443636,0.214285714,0.578934224,28.64285714,11.0356565,34.57142857,12.13205725,0.642857143,0.841897386,0.214285714,0.425815314,0,0
516,Lamberty,0.142857143,0.36313652,0.357142857,0.744946344,0,0,4.428571429,5.866650017,6.142857143,8.356086155,0.857142857,1.292412345,0.071428571,0.267261242,0,0
517,M. Esser,0.642857143,0.744946344,0.857142857,0.864437822,1.357142857,1.446860945,8.785714286,4.610666086,9.214285714,4.790673173,1.071428571,1.071611706,0.285714286,0.468807231,0,0
518,Martin,0.714285714,0.913873533,0.428571429,0.646206173,0.5,0.650443636,4.642857143,4.584373841,3.857142857,4.016449692,0.285714286,0.611249846,0,0,0,0
519,Masino,0.214285714,0.425815314,0.071428571,0.267261242,0.642857143,0.841897386,2.785714286,2.423556555,2.642857143,2.273835893,0.071428571,0.267261242,0.142857143,0.36313652,0,0
520,Mehta,2.785714286,2.423556555,1.142857143,1.292412345,0.5,0.854850414,19.5,13.10754334,15.71428571,10.75910042,0.857142857,1.027105182,0.5,0.759554525,0,0
521,N. Patel,0.357142857,0.744946344,0.857142857,1.099450412,0.357142857,0.744946344,10.07142857,8.633247769,10.57142857,8.907337388,1.142857143,1.231455852,0.357142857,0.841897386,0,0
522,Nugent,0,0,0,0,0.071428571,0.267261242,0,0,0,0,0,0,0,0,0,0
523,Pastor,0.5,0.518874522,0.214285714,0.425815314,0.214285714,0.425815314,3.428571429,3.916715377,2.642857143,3.201133041,0.142857143,0.36313652,0.071428571,0.267261242,0,0
524,Pollard,0.5,0.759554525,0.142857143,0.36313652,0.714285714,0.994490316,3.428571429,2.874671505,2.857142857,3.483083136,0.571428571,0.851630627,0.071428571,0.267261242,0,0
525,R. Brown,0.5,0.759554525,0.357142857,0.633323694,0.357142857,0.744946344,4.571428571,3.857346352,3.785714286,3.117656206,0.428571429,0.755928946,0.428571429,0.513552591,0,0
526,Reydams,0.428571429,0.646206173,0.071428571,0.267261242,0.642857143,1.150728389,2.571428571,3.715130927,1.928571429,3.124697788,0.285714286,0.611249846,0.285714286,0.468807231,0,0
527,S. Mott,3,1.664100589,3.928571429,1.491735474,0.714285714,0.726273039,29.57142857,11.01547363,26.14285714,11.3670045,2,1.300887271,0.571428571,0.646206173,0,0
528,S. Xu,0.357142857,0.633323694,1.5,2.34520788,0.285714286,0.611249846,16.42857143,20.9934579,18.21428571,23.09571579,1.428571429,2.138089935,0.071428571,0.267261242,0,0
529,Strouse,1.357142857,1.392681026,0.357142857,0.497245158,0.571428571,0.646206173,8.428571429,6.357482396,6.928571429,5.283709153,0.142857143,0.36313652,0.071428571,0.267261242,0,0
530,Vaughn,0.571428571,0.755928946,0.285714286,0.611249846,0.142857143,0.36313652,2.5,2.710378912,1.928571429,2.129076568,0.214285714,0.425815314,0.142857143,0.36313652,0,0
531,Weaver,0.142857143,0.36313652,0.214285714,0.425815314,0.142857143,0.36313652,2.785714286,3.984171981,3.571428571,4.862957089,0.357142857,1.081817762,0,0,0,0
532,Wenzel,0.142857143,0.36313652,0.142857143,0.36313652,0,0,2.071428571,2.894671118,1.857142857,2.476260918,0.214285714,0.425815314,0.142857143,0.534522484,0,0
533,Angele D,0.571428571,0.851630627,0.071428571,0.267261242,0.142857143,0.36313652,1.714285714,2.016416144,1,1.358732441,0.071428571,0.267261242,0.214285714,0.578934224,0,0
534,Beards E,1.642857143,1.33630621,0.285714286,0.611249846,0.571428571,0.755928946,7.285714286,4.26846345,5.571428571,3.694367557,0.285714286,0.611249846,0.357142857,0.497245158,0,0
535,Buss J,0,0,0.428571429,0.646206173,0.214285714,0.425815314,6.5,6.903176526,9.214285714,8.876750717,0.714285714,1.325987088,0.071428571,0.267261242,0,0
536,Cicion R,0.142857143,0.36313652,0,0,0.285714286,0.611249846,1.928571429,2.464026902,1.571428571,2.31098666,0.214285714,0.425815314,0.142857143,0.36313652,0,0
537,Cooper M,0.142857143,0.534522484,0,0,0.071428571,0.267261242,0.357142857,1.33630621,0.214285714,0.801783726,0,0,0,0,0,0
538,DeAmic J,0.214285714,0.578934224,0.071428571,0.267261242,1,1.568929081,2.357142857,1.984832597,1.857142857,1.994497926,0.357142857,0.633323694,0.214285714,0.425815314,0,0
539,Delgad F,0.071428571,0.267261242,0.357142857,0.633323694,0.142857143,0.36313652,3.571428571,4.070801957,3.142857143,3.460927907,0.5,0.759554525,0.142857143,0.534522484,0,0
540,Diatta M,0.142857143,0.534522484,0,0,0,0,0.571428571,1.869359648,0.285714286,0.825420306,0.142857143,0.534522484,0,0,0,0
541,Fedore M,0.642857143,0.928782732,0.785714286,1.311403912,0.642857143,1.008208072,9.357142857,11.96538046,9,11.9486079,0.714285714,1.138728807,0.142857143,0.36313652,0,0
542,Furdel K,0.714285714,1.325987088,0.714285714,1.204387583,0.285714286,0.611249846,10.42857143,11.31176573,15.78571429,15.60659906,0.714285714,0.994490316,0.071428571,0.267261242,0,0
543,Gardne A,0,0,0,0,0.071428571,0.267261242,0.285714286,0.726273039,0.285714286,0.726273039,0.071428571,0.267261242,0,0,0,0
544,Graber C,0.785714286,1.672334684,0.214285714,0.578934224,0,0,2.357142857,4.70036239,1.428571429,2.901307019,0.142857143,0.36313652,0,0,0,0
545,Hammon P,0.285714286,0.611249846,0.285714286,0.726273039,0.071428571,0.267261242,5.285714286,7.569458587,6.142857143,8.160478331,0.785714286,1.251372872,0,0,0,0
546,Heffer J,0.357142857,1.081817762,0,0,0.285714286,0.468807231,0.928571429,1.979288361,0.357142857,0.841897386,0.071428571,0.267261242,0.071428571,0.267261242,0,0
547,Kahn A,0.214285714,0.578934224,0.357142857,0.633323694,0.357142857,0.633323694,3.214285714,3.964817804,2.357142857,2.734597224,0.714285714,1.138728807,0.142857143,0.36313652,0,0
548,Kincai J,0.071428571,0.267261242,0.071428571,0.267261242,0.071428571,0.267261242,0.5,0.940539943,0.357142857,0.744946344,0,0,0.071428571,0.267261242,0,0
549,Mast J,0.285714286,0.468807231,1.785714286,1.368804724,0.357142857,0.841897386,36.64285714,18.79282655,41.42857143,19.2062261,2.357142857,1.823232246,0.142857143,0.36313652,0.071428571,0.267261242
550,May S,0.214285714,0.425815314,0.214285714,0.578934224,0.428571429,0.755928946,1.357142857,2.205138853,0.928571429,1.639150142,0.285714286,0.468807231,0,0,0,0
551,McMull P,0.285714286,0.611249846,0.428571429,0.937614462,0.357142857,0.928782732,13.78571429,7.546558782,15.42857143,8.317861094,1.5,0.759554525,0,0,0,0
552,Peters E,0.071428571,0.267261242,0.571428571,0.937614462,0.357142857,0.928782732,4.642857143,6.674949068,5.214285714,7.515917176,0.5,0.940539943,0.142857143,0.36313652,0,0
553,Raslan A,0.071428571,0.267261242,0.071428571,0.267261242,0.071428571,0.267261242,0.642857143,1.645840578,0.714285714,1.728875643,0,0,0,0,0,0
554,Repper S,0.214285714,0.801783726,0,0,0,0,0.285714286,1.069044968,0.071428571,0.267261242,0,0,0,0,0,0
555,Robarg J,0,0,0.428571429,0.937614462,0.142857143,0.36313652,6.214285714,7.6979375,7.714285714,9.243946638,0.357142857,0.841897386,0.071428571,0.267261242,0,0
556,Robin- N,1.071428571,2.368520659,0.214285714,0.578934224,0.142857143,0.36313652,3.785714286,9.022864729,2.642857143,6.344072253,0.142857143,0.534522484,0,0,0,0
557,Rosen L,0,0,0.071428571,0.267261242,0.071428571,0.267261242,0.857142857,1.833749537,0.857142857,2.070196678,0.071428571,0.267261242,0.071428571,0.267261242,0,0
558,Sheppa M,2.214285714,1.528124614,4.571428571,2.027286391,0.785714286,0.578934224,30.21428571,11.39621105,31.42857143,12.32704522,4.928571429,3.452185166,0.285714286,0.468807231,0,0
559,Thomas A,0.928571429,1.268814451,0.214285714,0.578934224,0.857142857,1.099450412,5.285714286,5.165396275,4.071428571,3.689158456,0.357142857,0.744946344,0.285714286,0.468807231,0,0
560,Towle J,3,1.961161351,1,0.877058019,0.857142857,0.864437822,14,7.72607971,10.35714286,6.640286635,1,0.960768923,0.642857143,0.633323694,0,0
561,Tranqu D,0.142857143,0.534522484,0,0,0.285714286,0.825420306,0.5,1.160238702,0.285714286,0.726273039,0,0,0,0,0,0
562,Tranqu V,0.071428571,0.267261242,0,0,0.142857143,0.36313652,0.142857143,0.534522484,0.142857143,0.36313652,0,0,0,0,0,0
563,Trimbl S,0.857142857,1.406421693,0.857142857,0.949262293,0.714285714,0.611249846,8.142857143,7.440607325,6.357142857,6.283153824,0.714285714,0.913873533,0.5,0.650443636,0,0
564,VanDus S,1.071428571,1.685425567,3.642857143,2.560262693,0.928571429,1.141138818,22.35714286,16.25568371,23.64285714,18.1854005,3.642857143,3.128212634,0.071428571,0.267261242,0,0
565,Vatz D,1.571428571,1.696797242,0.5,0.650443636,0.071428571,0.267261242,13.35714286,11.30423435,11.92857143,11.77000285,0.571428571,0.755928946,0.214285714,0.425815314,0,0
566,Watt O,1.642857143,1.499083969,1.428571429,1.949922512,0.285714286,0.468807231,11.21428571,9.082346117,7.714285714,7.194320104,1.785714286,1.847183779,0.357142857,0.633323694,0,0
567,Justin Allen (Raleigh),0.5625,0.892094913,0.5,0.730296743,0.375,0.619139187,5.375,4.897278156,4.875,4.514790508,0.3125,0.602079729,0,0,0.0625,0.25
568,Kiron Allen (Raleigh),1,1.264911064,0.4375,0.512347538,0.0625,0.25,15.8125,14.44630864,17.375,16.09088769,0.75,0.856348839,0,0,0,0
569,Mike Ball (Raleigh),0,0,0.0625,0.25,0.0625,0.25,0.9375,1.948289848,1,2.309401077,0.125,0.341565026,0,0,0,0
570,Matt Bode (Raleigh),0.1875,0.403112887,0.1875,0.403112887,0.5,0.966091783,5.25,5.7677263,4.75,5.118593557,0.3125,0.602079729,0,0,0,0
571,Andrew Cohen (Raleigh),0.0625,0.25,0.3125,1.01447852,0,0,4.6875,12.84117726,5.1875,14.18552666,0.25,0.774596669,0,0,0,0
572,CJ Colicchio (Raleigh),0.0625,0.25,0.0625,0.25,0.125,0.341565026,0.5625,1.547847968,0.5625,1.547847968,0,0,0,0,0,0
573,Joey Cretella (Raleigh),0.375,1.024695077,0.3125,0.602079729,0.25,0.447213595,3.125,4.379878233,2.5,3.265986324,0.3125,0.793200269,0.1875,0.403112887,0,0
574,Ben Dieter (Raleigh),0.5,1.505545305,0,0,0.125,0.5,2.8125,6.273954096,2.1875,4.777987721,0.125,0.341565026,0,0,0,0
575,Matt Ellis (Raleigh),0.375,0.718795288,0.375,0.5,0.375,0.5,2.6875,3.048906908,3.125,3.242941052,0.25,0.447213595,0.0625,0.25,0,0
576,Jacob Fairfax (Raleigh),3,2.529822128,0.625,0.957427108,0.4375,0.62915287,13.4375,10.89323184,10.1875,9.049631668,0.375,0.619139187,0.25,0.447213595,0,0
